prompt_idx,feature_id,layer,effect_size,abs_effect_size,sign_flipped,baseline_logit_diff,intervened_logit_diff,relative_effect,community,grad_attr_sign,frequency_pdt,mean_activation_pdt,mean_abs_grad_attr_pdt,position_role,is_circuit_feature,is_global_alpha_discrim,is_global_beta_discrim,role_label,prompt_id,prompt_short,level,level_label,group_id,cue_label,cue_type,relation_type,concept_route,latent_state_target,correct_answer,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,keyword_free,has_alpha_keyword,has_beta_keyword,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
111,L14_F18110,14,0.46875,0.46875,False,3.1875,3.65625,0.1470588230680507,,,,,,,,,,,p0111,Linear accelerators accelerate beams of negatively charged particles to near lig,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,3.0897741317749023,True,True
112,L14_F18110,14,0.09375,0.09375,False,7.375,7.46875,0.0127118643895432,,,,,,,,,,,p0112,"In the Bohr model of the atom, particles orbit the nucleus in quantized energy l",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.445202827453613,True,True
113,L14_F18110,14,0.6875,0.6875,False,9.625,10.3125,0.0714285713543599,,,,,,,,,,,p0113,"As atomic number increases, more neutral nuclear particles are needed relative t",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.19120979309082,True,True
114,L14_F18110,14,-0.1875,0.1875,False,10.5625,10.375,0.0177514792731346,,,,,,,,,,,p0114,"Unlike electrons and protons, which nuclear particle cannot be detected directly",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,11.32456636428833,True,True
115,L14_F18110,14,-0.53125,0.53125,False,7.21875,6.6875,0.0735930734911264,,,,,,,,,,,p0115,"In fluorescence microscopy, fluorescent labels emit discrete electromagnetic ene",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.849224090576172,True,True
116,L14_F18110,14,0.25,0.25,False,9.3125,9.5625,0.026845637555065,,,,,,,,,,,p0116,"While neutrons contribute mass without charge, the particle that balances proton",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.762215614318848,True,True
117,L14_F18110,14,0.140625,0.140625,False,3.125,3.265625,0.044999999856,,,,,,,,,,,p0117,"In the hydrogen atom, the ground state energy is −13.6 eV, which is the binding ",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,5.039035797119141,True,True
118,L14_F18110,14,0.0,0.0,False,9.4375,9.4375,0.0,,,,,,,,,,,p0118,"Unlike quarks which are confined inside protons and neutrons, which free negativ",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,10.022892475128174,True,True
119,L14_F18110,14,-0.5625,0.5625,False,5.96875,5.40625,0.0942408375384446,,,,,,,,,,,p0119,"In nuclear fission, uranium-235 absorbs a slow neutral particle and splits into ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.793112754821777,True,True
120,L14_F18110,14,0.625,0.625,False,8.875,9.5,0.0704225351319182,,,,,,,,,,,p0120,Nuclear stability requires that the number of neutral nuclear particles increase,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.230834007263184,True,True
121,L14_F18110,14,0.1875,0.1875,False,9.0,9.1875,0.0208333333101851,,,,,,,,,,,p0121,"In heavy nuclei like uranium, the ratio of neutral nuclear particles to protons ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.160660743713379,True,True
122,L14_F18110,14,0.25,0.25,False,5.71875,5.96875,0.0437158469180925,,,,,,,,,,,p0122,"While electrons carry charge through wires, which massless particle carries elec",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.224159240722656,True,True
123,L14_F18110,14,-0.4375,0.4375,False,9.4375,9.0,0.046357615844919,,,,,,,,,,,p0123,"Unlike the W+ boson (charged weak force mediator with significant mass), which m",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,6.073936462402344,True,True
124,L14_F18110,14,0.1875,0.1875,False,9.4375,9.625,0.0198675496478224,,,,,,,,,,,p0124,"Bismuth-209, the heaviest stable mononuclidic element, achieves stability throug",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.113982200622559,True,True
125,L14_F18110,14,-0.25,0.25,False,11.25,11.0,0.0222222222024691,,,,,,,,,,,p0125,"While protons carry positive charge and electrons carry negative charge, which n",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,9.229379653930664,True,True
126,L14_F18110,14,0.34375,0.34375,False,7.125,7.46875,0.0482456139673745,,,,,,,,,,,p0126,"In contrast to the proton which repels other protons electromagnetically, which ",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.515011310577393,True,True
127,L14_F18110,14,-1.65625,1.65625,False,6.28125,4.625,0.2636815916200094,,,,,,,,,,,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.6260881423950195,True,True
128,L14_F18110,14,-0.15625,0.15625,False,1.5,1.34375,0.1041666659722222,,,,,,,,,,,p0128,Photovoltaic cells convert the energy of massless electromagnetic force carriers,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.0284624099731443,True,True
129,L14_F18110,14,-0.59375,0.59375,False,7.875,7.28125,0.0753968253010834,,,,,,,,,,,p0129,Atomic emission spectra arise when negatively charged particles fall from higher,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.700344085693359,True,True
130,L14_F18110,14,0.0625,0.0625,False,3.1875,3.25,0.0196078430757401,,,,,,,,,,,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,0.5805397033691406,True,True
131,L14_F18110,14,0.1875,0.1875,False,9.25,9.4375,0.0202702702483564,,,,,,,,,,,p0131,"Nuclear fission releases several fast neutral particles; when moderated, these c",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.833396911621094,True,True
132,L14_F18110,14,0.6875,0.6875,False,2.125,2.8125,0.3235294102422145,,,,,,,,,,,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,0.8937830924987793,True,True
133,L14_F18110,14,-1.40625,1.40625,False,7.4375,6.03125,0.1890756299978815,,,,,,,,,,,p0133,"When a nucleus captures a neutral particle in a reactor, it may become an unstab",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.594324588775635,True,True
134,L14_F18110,14,0.25,0.25,False,9.375,9.625,0.0266666666382222,,,,,,,,,,,p0134,Uranium-238 undergoes neutron capture to produce plutonium-239; the neutral part,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.186408519744873,True,True
135,L14_F18110,14,-0.03125,0.03125,False,4.40625,4.375,0.0070921985654645,,,,,,,,,,,p0135,"In laser-driven inertial confinement fusion, powerful lasers compress a fuel pel",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,1.8050518035888672,True,True
136,L14_F18110,14,-0.125,0.125,False,-0.0625,-0.1875,1.9999996800000517,,,,,,,,,,,p0136,"Unlike pions (mesons that mediate nuclear force), which neutral nucleon actually",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,2.2039289474487305,True,True
137,L14_F18110,14,-1.25,1.25,False,2.8125,1.5625,0.4444444428641975,,,,,,,,,,,p0137,"Unlike the antiproton (which annihilates with protons), which stable positively ",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,2.133547782897949,True,True
138,L14_F18110,14,-2.4375,2.4375,False,11.0625,8.625,0.2203389828516709,,,,,,,,,,,p0138,Which nuclear particle has zero charge but significant mass? Answer:,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,9.601098537445068,True,True
139,L14_F18110,14,-0.3125,0.3125,False,7.5,7.1875,0.0416666666111111,,,,,,,,,,,p0139,"In Thomson's cathode ray experiment, a beam of negative particles travelled from",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.260394096374512,True,True
140,L14_F18110,14,0.0,0.0,False,7.625,7.625,0.0,,,,,,,,,,,p0140,"In laser cooling, photons are absorbed and re-emitted to slow down negatively ch",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.34570837020874,True,True
141,L14_F18110,14,-0.359375,0.359375,False,2.109375,1.75,0.1703703695626886,,,,,,,,,,,p0141,Positive ions form when an atom loses its outermost negatively charged particle.,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,3.4111814498901367,True,True
142,L14_F18110,14,-0.09375,0.09375,False,7.0,6.90625,0.0133928571237244,,,,,,,,,,,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.174721240997314,True,True
143,L14_F18110,14,0.0,0.0,False,9.375,9.375,0.0,,,,,,,,,,,p0143,"In thermionic emission, heating a cathode causes negatively charged particles to",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.94700813293457,True,True
144,L14_F18110,14,0.09375,0.09375,False,6.90625,7.0,0.0135746606138285,,,,,,,,,,,p0144,"While electrons are leptons and neutrons are neutral baryons, which nuclear part",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,4.136684417724609,True,True
145,L14_F18110,14,-1.125,1.125,False,5.59375,4.46875,0.2011173180762148,,,,,,,,,,,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.448410987854004,True,True
146,L14_F18110,14,0.453125,0.453125,False,3.796875,4.25,0.119341563471693,,,,,,,,,,,p0146,"Unlike the W boson (which mediates weak interactions), which neutral stable nucl",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,3.6195363998413086,True,True
147,L14_F18110,14,-0.03125,0.03125,False,7.25,7.21875,0.0043103448216409,,,,,,,,,,,p0147,"Unlike the charged W± bosons (which mediate charged current interactions), which",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.208723545074463,True,True
148,L14_F18110,14,0.0625,0.0625,False,4.875,4.9375,0.0128205127942143,,,,,,,,,,,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,-0.7653512954711914,False,False
149,L14_F18110,14,0.8125,0.8125,False,10.5,11.3125,0.0773809523072562,,,,,,,,,,,p0149,"Unlike the proton (charge +1) and neutron (charge 0), which atomic particle has ",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,12.068519711494446,True,True
150,L14_F18110,14,0.5,0.5,False,10.125,10.625,0.0493827160006096,,,,,,,,,,,p0150,The Large Hadron Collider accelerates beams of positively charged nuclear partic,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,7.07533073425293,True,True
151,L14_F18110,14,1.8125,1.8125,False,8.375,10.1875,0.2164179101893517,,,,,,,,,,,p0151,"In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.048319339752197,True,True
152,L14_F18110,14,-0.25,0.25,False,6.90625,6.65625,0.0361990949702094,,,,,,,,,,,p0152,The atomic number of an element equals the count of positively charged particles,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,2.8513083457946777,True,True
153,L14_F18110,14,-0.96875,0.96875,False,6.09375,5.125,0.1589743587134779,,,,,,,,,,,p0153,Which particle in the atomic nucleus has no electric charge? Answer:,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.51282811164856,True,True
154,L14_F18110,14,0.1875,0.1875,False,9.6875,9.875,0.0193548386896982,,,,,,,,,,,p0154,"In stellar nucleosynthesis, rapid neutron capture (r-process) involves a nucleus",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,9.379783630371094,True,True
155,L14_F18110,14,0.8125,0.8125,False,9.0,9.8125,0.0902777776774691,,,,,,,,,,,p0155,The nuclear valley of stability shows that heavier nuclei require more neutral p,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.16215705871582,True,True
156,L14_F18110,14,0.75,0.75,False,8.0625,8.8125,0.0930232556985758,,,,,,,,,,,p0156,"In the fission of plutonium-239 in a fast reactor, fast neutral particles are re",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.612592697143555,True,True
157,L14_F18110,14,0.1875,0.1875,False,8.8125,9.0,0.0212765957205371,,,,,,,,,,,p0157,"In stellar s-process nucleosynthesis, nuclei accumulate neutral particles one at",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.289392948150635,True,True
158,L14_F18110,14,0.0625,0.0625,False,2.125,2.1875,0.029411764567474,,,,,,,,,,,p0158,"In muon spin rotation experiments, neutral nuclear particles in the muon-stoppin",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,1.528111457824707,True,True
159,L14_F18110,14,0.3125,0.3125,False,5.5,5.8125,0.056818181714876,,,,,,,,,,,p0159,"In stimulated emission, an incoming discrete electromagnetic packet triggers an ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.316478729248047,True,True
160,L14_F18110,14,0.46875,0.46875,False,7.40625,7.875,0.0632911391550499,,,,,,,,,,,p0160,"In pair production near a nucleus, a high-energy photon creates a negatively cha",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,5.828739643096924,True,True
161,L14_F18110,14,0.1875,0.1875,False,0.625,0.8125,0.2999999952,,,,,,,,,,,p0161,"In optical fibres, information is encoded in pulses of massless electromagnetic ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,1.3522825241088867,True,True
162,L14_F18110,14,0.28125,0.28125,False,6.875,7.15625,0.0409090908495867,,,,,,,,,,,p0162,"In quantum electrodynamics (QED), the electromagnetic force between two charged ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.5582194328308105,True,True
163,L14_F18110,14,-0.09375,0.09375,False,4.53125,4.4375,0.0206896551267538,,,,,,,,,,,p0163,"In photodisintegration, a high-energy massless electromagnetic mediating particl",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.058865547180176,True,True
164,L14_F18110,14,-0.25,0.25,False,7.375,7.125,0.0338983050387819,,,,,,,,,,,p0164,"When a nucleus captures a thermal neutral particle in a reactor, it may gamma-de",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.29221510887146,True,True
165,L14_F18110,14,0.46875,0.46875,False,7.09375,7.5625,0.0660792950610335,,,,,,,,,,,p0165,"Unlike the Proca field (a hypothetical massive photon field), the real electroma",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.514629364013672,True,True
166,L14_F18110,14,0.4375,0.4375,False,6.75,7.1875,0.0648148147187928,,,,,,,,,,,p0166,"In beta-plus decay, a proton converts to a neutral nuclear particle, increasing ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.2216644287109375,True,True
167,L14_F18110,14,0.78125,0.78125,False,6.6875,7.46875,0.1168224297318543,,,,,,,,,,,p0167,"Unlike the massive Z boson that mediates weak neutral currents, which massless b",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.340040683746338,True,True
168,L14_F18110,14,-1.625,1.625,False,8.0,6.375,0.2031249997460937,,,,,,,,,,,p0168,"In Millikan's oil drop experiment, the fundamental unit of positive charge was i",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,5.08795690536499,True,True
169,L14_F18110,14,0.3125,0.3125,False,6.0625,6.375,0.0515463916675523,,,,,,,,,,,p0169,A neutral hydrogen atom consists of one positive proton in the nucleus and one n,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,6.899154186248779,True,True
170,L14_F18110,14,1.5,1.5,False,9.125,10.625,0.1643835614636892,,,,,,,,,,,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.037257194519043,True,True
171,L14_F18110,14,0.03125,0.03125,False,4.875,4.90625,0.0064102563971071,,,,,,,,,,,p0171,"When a nucleus undergoes radioactive alpha decay, it loses two positively charge",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,1.5241966247558594,True,True
172,L14_F18110,14,0.25,0.25,False,-0.5,-0.25,0.4999999900000001,,,,,,,,,,,p0172,Radioactive beta-plus emitters convert a nuclear particle into a neutral one; th,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,3.9513349533081055,True,True
173,L14_F18110,14,0.46875,0.46875,False,6.03125,6.5,0.0777202071250234,,,,,,,,,,,p0173,"Unlike the W and Z bosons (which are massive and mediate the weak force), which ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.20643424987793,True,True
174,L14_F18110,14,0.3125,0.3125,False,2.6875,3.0,0.1162790693347755,,,,,,,,,,,p0174,Adding one neutral nuclear particle to a stable nucleus can make it radioactive ,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.369135141372681,True,True
175,L14_F18110,14,0.9375,0.9375,False,9.25,10.1875,0.1013513512417823,,,,,,,,,,,p0175,"In alpha decay, a nucleus loses two positively charged particles and two neutral",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.446242332458496,True,True
176,L14_F18110,14,-0.8125,0.8125,False,8.375,7.5625,0.0970149252572956,,,,,,,,,,,p0176,"Unlike the inflaton (hypothetical, drove cosmic inflation), which real massless ",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,5.555331230163574,True,True
177,L14_F18110,14,0.5625,0.5625,False,3.5625,4.125,0.1578947363988919,,,,,,,,,,,p0177,"In absorption spectroscopy, atoms or molecules remove specific discrete electrom",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.114299774169922,True,True
178,L14_F18110,14,0.53125,0.53125,False,6.90625,7.4375,0.076923076811695,,,,,,,,,,,p0178,"During nuclear transmutation in a reactor, a nucleus captures a neutral particle",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.245604038238525,True,True
179,L14_F18110,14,-0.3125,0.3125,False,6.28125,5.96875,0.0497512437018885,,,,,,,,,,,p0179,"In Rayleigh scattering (which makes the sky blue), massless electromagnetic part",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.460993766784668,True,True
180,L14_F18110,14,-0.625,0.625,False,6.40625,5.78125,0.0975609754574658,,,,,,,,,,,p0180,"In optical lattice clocks, atoms are trapped by the standing wave of massless el",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.234342575073242,True,True
181,L14_F18110,14,0.625,0.625,False,9.125,9.75,0.0684931506098705,,,,,,,,,,,p0181,Valence shells determine how atoms bond because they contain the outermost negat,AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.518689632415771,True,True
182,L14_F18110,14,0.25,0.25,False,11.875,12.125,0.0210526315612188,,,,,,,,,,,p0182,"While proton-proton repulsion destabilises heavy nuclei, which neutral nuclear p",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.843395590782166,True,True
183,L14_F18110,14,-0.25,0.25,False,5.75,5.5,0.0434782607939508,,,,,,,,,,,p0183,"In mass spectrometry, ions are separated by charge-to-mass ratio; the positive c",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,3.7524142265319824,True,True
184,L14_F18110,14,-0.4375,0.4375,False,12.625,12.1875,0.0346534653190863,,,,,,,,,,,p0184,"While protons give the nucleus its positive charge, which neutral particle contr",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,10.309462070465088,True,True
185,L14_F18110,14,0.375,0.375,False,8.375,8.75,0.044776119349521,,,,,,,,,,,p0185,"In a neon sign, an electric field accelerates negatively charged particles throu",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,8.265759468078613,True,True
186,L14_F18110,14,-0.25,0.25,False,2.0625,1.8125,0.121212120624426,,,,,,,,,,,p0186,"Unlike the electron, which massless particle is emitted when an atom undergoes a",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.118959426879883,True,True
187,L14_F18110,14,-1.59375,1.59375,False,6.71875,5.125,0.2372093019725256,,,,,,,,,,,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,6.142207622528076,True,True
188,L14_F18110,14,0.875,0.875,False,5.3125,6.1875,0.1647058820429065,,,,,,,,,,,p0188,"In electromagnetically induced transparency, a control beam of massless force ca",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.659393310546875,True,True
189,L14_F18110,14,0.15625,0.15625,False,4.21875,4.375,0.0370370369492455,,,,,,,,,,,p0189,"In gamma-ray bursts, massive quantities of massless electromagnetic force carrie",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.050201416015625,True,True
190,L14_F18110,14,1.125,1.125,False,6.46875,7.59375,0.1739130432094097,,,,,,,,,,,p0190,Carbon-12's stability comes partly from equal numbers of protons and neutral nuc,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.0172271728515625,True,True
191,L14_F18110,14,-0.5625,0.5625,False,6.5,5.9375,0.0865384614053254,,,,,,,,,,,p0191,Which force carrier of electromagnetism has zero rest mass? Answer:,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.720389127731323,True,True
192,L14_F18110,14,-1.0,1.0,False,8.3125,7.3125,0.1203007517349765,,,,,,,,,,,p0192,"In a hydrogen discharge tube, removing the single outer electron leaves a bare p",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,5.909609794616699,True,True
193,L14_F18110,14,-0.53125,0.53125,False,3.84375,3.3125,0.1382113817542468,,,,,,,,,,,p0193,"In Cherenkov radiation detectors, the massless electromagnetic force carriers em",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.113222122192383,True,True
194,L14_F18110,14,-0.34375,0.34375,False,7.4375,7.09375,0.0462184873328154,,,,,,,,,,,p0194,The nucleus of a hydrogen atom consists of a single positively charged particle.,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,4.508973598480225,True,True
195,L14_F18110,14,-0.53125,0.53125,False,5.0,4.46875,0.1062499997875,,,,,,,,,,,p0195,"In the Casimir effect, zero-point fluctuations of the massless electromagnetic f",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.034023284912109,True,True
196,L14_F18110,14,-0.65625,0.65625,False,6.125,5.46875,0.10714285696793,,,,,,,,,,,p0196,Which particle in the nucleus is neutral? Answer:,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,4.731135845184326,True,True
197,L14_F18110,14,-0.390625,0.390625,False,3.125,2.734375,0.1249999996,,,,,,,,,,,p0197,"In nuclear fusion in the sun, deuterium nuclei each containing a neutral particl",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,3.078082323074341,True,True
198,L14_F18110,14,0.65625,0.65625,False,6.1875,6.84375,0.1060606058891949,,,,,,,,,,,p0198,"In gamma-ray astronomy, detectors count discrete high-energy electromagnetic pac",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,2.5559005737304688,True,True
199,L14_F18110,14,0.1875,0.1875,False,5.15625,5.34375,0.0363636362931129,,,,,,,,,,,p0199,"In electron capture, a nucleus absorbs a negatively charged particle from its in",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,3.3922042846679688,True,True
200,L14_F18110,14,-0.0625,0.0625,False,2.0,1.9375,0.03124999984375,,,,,,,,,,,p0200,When a nucleus undergoes transmutation by gaining or losing positively charged p,AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,0.7890024185180664,True,True
201,L14_F18110,14,-0.0625,0.0625,False,9.5,9.4375,0.0065789473614958,,,,,,,,,,,p0201,Raman spectroscopy measures shifts in the energy of discrete electromagnetic pac,AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,4.676156044006348,True,True
202,L14_F18110,14,-0.40625,0.40625,False,6.1875,5.78125,0.065656565550454,,,,,,,,,,,p0202,"In neutron activation, bombarding a stable nucleus with a neutral particle makes",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,7.845130205154419,True,True
203,L14_F18110,14,-0.1875,0.1875,False,8.875,8.6875,0.0211267605395754,,,,,,,,,,,p0203,"Unlike the positively charged proton, which atomic particle carries charge −1? A",AUX,auxiliary,?,,,,,,electron,,,,,,,False,False,False,True,False,False,True,9.588088750839232,True,True
204,L14_F18110,14,0.375,0.375,False,2.5,2.875,0.1499999994,,,,,,,,,,,p0204,"In nuclear spallation, high-energy neutrons knock positively charged particles o",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,1.973730564117432,True,True
205,L14_F18110,14,-0.65625,0.65625,False,1.90625,1.25,0.3442622932760011,,,,,,,,,,,p0205,"Unlike the negatively charged beta particle (electron), which particle remains i",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,-0.1468586921691894,False,False
206,L14_F18110,14,-0.75,0.75,False,6.5,5.75,0.1153846152071006,,,,,,,,,,,p0206,"While neutrons add mass without charge, which nuclear particle adds both mass an",AUX,auxiliary,?,,,,,,proton,,,,,,,False,False,False,True,False,False,True,4.655648708343506,True,True
207,L14_F18110,14,-0.6875,0.6875,False,9.8125,9.125,0.0700636941961134,,,,,,,,,,,p0207,"During beta-minus decay, a neutral nuclear particle converts to a proton, adjust",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,5.266707181930542,True,True
208,L14_F18110,14,-0.28125,0.28125,False,4.9375,4.65625,0.0569620252010895,,,,,,,,,,,p0208,"In spontaneous emission, an excited atom releases a discrete electromagnetic ene",AUX,auxiliary,?,,,,,,photon,,,,,,,False,False,False,True,False,False,True,3.3430843353271484,True,True
209,L14_F18110,14,0.8125,0.8125,False,3.5,4.3125,0.2321428564795918,,,,,,,,,,,p0209,The shell model of the nucleus predicts magic numbers for both protons and neutr,AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,8.282240867614746,True,True
210,L14_F18110,14,0.21875,0.21875,False,3.0,3.21875,0.0729166664236111,,,,,,,,,,,p0210,"In the Weizsäcker mass formula, the asymmetry energy term penalises nuclei with ",AUX,auxiliary,?,,,,,,neutron,,,,,,,False,False,False,True,False,False,True,2.309441089630127,True,True
