cluster_id,prompt_idx,baseline_logit_diff,joint_logit_diff,joint_effect,individual_sum,interaction_term,interaction_ratio,sign_flipped_joint,predicted_sign_flip,correct_answer,level,sign_correct
4,131,1.9375,2.125,0.1875,-0.375,0.5625,-0.5,False,False,alpha,1,True
5,131,1.9375,1.875,-0.0625,-0.25,0.1875,0.25,False,False,alpha,1,True
6,131,1.9375,1.625,-0.3125,0.625,-0.9375,-0.5,False,False,alpha,1,True
7,131,1.9375,1.875,-0.0625,-0.3125,0.25,0.2,False,False,alpha,1,True
8,131,1.9375,1.5,-0.4375,-0.25,-0.1875,1.75,False,False,alpha,1,True
9,131,1.9375,1.5625,-0.375,-1.3125,0.9375,0.2857,False,False,alpha,1,True
10,131,1.9375,2.875,0.9375,7.2812,-6.3438,0.1288,False,False,alpha,1,True
11,131,1.9375,2.1875,0.25,1.0625,-0.8125,0.2353,False,False,alpha,1,True
0,132,0.875,0.8125,-0.0625,-0.4375,0.375,0.1429,False,False,alpha,1,True
1,132,0.875,0.875,0.0,0.125,-0.125,0.0,False,False,alpha,1,True
2,132,0.875,0.9375,0.0625,-0.0625,0.125,-1.0,False,False,alpha,1,True
3,132,0.875,0.5,-0.375,-1.3125,0.9375,0.2857,False,True,alpha,1,True
4,132,0.875,1.375,0.5,1.0,-0.5,0.5,False,False,alpha,1,True
5,132,0.875,0.75,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
6,132,0.875,1.1875,0.3125,5.3125,-5.0,0.0588,False,False,alpha,1,True
7,132,0.875,0.375,-0.5,-2.1875,1.6875,0.2286,False,True,alpha,1,True
8,132,0.875,0.8125,-0.0625,1.3125,-1.375,-0.0476,False,False,alpha,1,True
9,132,0.875,0.9375,0.0625,0.4375,-0.375,0.1429,False,False,alpha,1,True
10,132,0.875,1.8125,0.9375,5.5,-4.5625,0.1705,False,False,alpha,1,True
11,132,0.875,1.0625,0.1875,0.8125,-0.625,0.2308,False,False,alpha,1,True
0,133,1.25,1.1875,-0.0625,-0.75,0.6875,0.0833,False,False,alpha,1,True
1,133,1.25,1.375,0.125,0.125,0.0,1.0,False,False,alpha,1,True
2,133,1.25,1.3125,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
3,133,1.25,1.0625,-0.1875,-0.625,0.4375,0.3,False,False,alpha,1,True
4,133,1.25,1.9375,0.6875,2.125,-1.4375,0.3235,False,False,alpha,1,True
5,133,1.25,1.125,-0.125,-0.3125,0.1875,0.4,False,False,alpha,1,True
6,133,1.25,1.5,0.25,5.9375,-5.6875,0.0421,False,False,alpha,1,True
7,133,1.25,1.1875,-0.0625,-0.25,0.1875,0.25,False,False,alpha,1,True
8,133,1.25,1.125,-0.125,0.8125,-0.9375,-0.1538,False,False,alpha,1,True
9,133,1.25,1.375,0.125,0.875,-0.75,0.1429,False,False,alpha,1,True
10,133,1.25,2.3125,1.0625,6.3125,-5.25,0.1683,False,False,alpha,1,True
11,133,1.25,1.625,0.375,2.0,-1.625,0.1875,False,False,alpha,1,True
0,134,1.25,1.0625,-0.1875,-1.125,0.9375,0.1667,False,False,alpha,1,True
1,134,1.25,1.3125,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
2,134,1.25,1.3125,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
3,134,1.25,0.8125,-0.4375,-1.25,0.8125,0.35,False,False,alpha,1,True
4,134,1.25,1.0625,-0.1875,0.8125,-1.0,-0.2308,False,False,alpha,1,True
5,134,1.25,1.0,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,1,True
6,134,1.25,1.4375,0.1875,5.3125,-5.125,0.0353,False,False,alpha,1,True
7,134,1.25,0.75,-0.5,-2.1875,1.6875,0.2286,False,True,alpha,1,True
8,134,1.25,1.3125,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
9,134,1.25,1.125,-0.125,-0.6875,0.5625,0.1818,False,False,alpha,1,True
10,134,1.25,1.75,0.5,1.6875,-1.1875,0.2963,False,False,alpha,1,True
11,134,1.25,1.25,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
0,135,1.375,0.875,-0.5,-2.6875,2.1875,0.186,False,True,alpha,1,True
1,135,1.375,1.8125,0.4375,1.5938,-1.1562,0.2745,False,False,alpha,1,True
2,135,1.375,1.375,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
3,135,1.375,1.0,-0.375,-1.125,0.75,0.3333,False,False,alpha,1,True
4,135,1.375,1.4375,0.0625,-0.4375,0.5,-0.1429,False,False,alpha,1,True
5,135,1.375,1.4375,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
6,135,1.375,1.3125,-0.0625,1.5938,-1.6562,-0.0392,False,False,alpha,1,True
7,135,1.375,1.0,-0.375,-1.8125,1.4375,0.2069,False,True,alpha,1,True
8,135,1.375,1.5625,0.1875,1.0625,-0.875,0.1765,False,False,alpha,1,True
9,135,1.375,1.25,-0.125,0.1562,-0.2812,-0.8,False,False,alpha,1,True
10,135,1.375,1.8125,0.4375,2.75,-2.3125,0.1591,False,False,alpha,1,True
11,135,1.375,1.375,0.0,-0.1875,0.1875,-0.0,False,False,alpha,1,True
0,136,0.0,0.3125,0.3125,2.1875,-1.875,0.1429,True,False,beta,1,True
1,136,0.0,-0.1875,-0.1875,-1.0,0.8125,0.1875,False,False,beta,1,True
2,136,0.0,-0.1875,-0.1875,-0.875,0.6875,0.2143,False,False,beta,1,True
3,136,0.0,0.1875,0.1875,0.6875,-0.5,0.2727,True,False,beta,1,True
4,136,0.0,-0.3125,-0.3125,-0.3125,0.0,1.0,False,False,beta,1,True
5,136,0.0,0.125,0.125,0.625,-0.5,0.2,True,False,beta,1,True
6,136,0.0,-0.125,-0.125,-3.3125,3.1875,0.0377,False,False,beta,1,True
7,136,0.0,0.8125,0.8125,3.375,-2.5625,0.2407,True,False,beta,1,True
8,136,0.0,0.1875,0.1875,-1.0625,1.25,-0.1765,True,False,beta,1,True
9,136,0.0,-0.0625,-0.0625,-0.625,0.5625,0.1,False,False,beta,1,True
10,136,0.0,-1.125,-1.125,-5.5,4.375,0.2045,False,False,beta,1,True
11,136,0.0,-0.25,-0.25,-1.0625,0.8125,0.2353,False,False,beta,1,True
0,137,-1.0,-0.4375,0.5625,2.5625,-2.0,0.2195,False,True,beta,1,True
1,137,-1.0,-1.125,-0.125,-0.75,0.625,0.1667,False,False,beta,1,True
2,137,-1.0,-0.9375,0.0625,0.0625,0.0,1.0,False,False,beta,1,True
3,137,-1.0,-0.75,0.25,0.625,-0.375,0.4,False,False,beta,1,True
4,137,-1.0,-0.75,0.25,0.375,-0.125,0.6667,False,False,beta,1,True
5,137,-1.0,-1.0,0.0,0.1875,-0.1875,0.0,False,False,beta,1,True
6,137,-1.0,-0.8125,0.1875,-2.5,2.6875,-0.075,False,False,beta,1,True
7,137,-1.0,-0.375,0.625,2.8125,-2.1875,0.2222,False,True,beta,1,True
8,137,-1.0,-0.5,0.5,1.875,-1.375,0.2667,False,True,beta,1,True
9,137,-1.0,-0.8125,0.1875,1.6875,-1.5,0.1111,False,True,beta,1,True
10,137,-1.0,-1.1875,-0.1875,0.375,-0.5625,-0.5,False,False,beta,1,True
11,137,-1.0,-0.875,0.125,0.5625,-0.4375,0.2222,False,False,beta,1,True
0,138,0.25,0.4375,0.1875,0.8125,-0.625,0.2308,False,False,beta,1,True
1,138,0.25,0.1875,-0.0625,-0.4375,0.375,0.1429,False,True,beta,1,True
2,138,0.25,-0.0625,-0.3125,-0.9375,0.625,0.3333,True,True,beta,1,True
3,138,0.25,0.625,0.375,1.0625,-0.6875,0.3529,False,False,beta,1,True
4,138,0.25,-0.1875,-0.4375,-3.9375,3.5,0.1111,True,True,beta,1,True
5,138,0.25,0.0,-0.25,-0.6875,0.4375,0.3636,True,True,beta,1,True
6,138,0.25,-0.5,-0.75,-8.4375,7.6875,0.0889,True,True,beta,1,True
7,138,0.25,0.25,0.0,0.25,-0.25,0.0,False,False,beta,1,True
8,138,0.25,-0.1875,-0.4375,-2.4375,2.0,0.1795,True,True,beta,1,True
9,138,0.25,-0.1875,-0.4375,-2.375,1.9375,0.1842,True,True,beta,1,True
10,138,0.25,-0.125,-0.375,-1.3125,0.9375,0.2857,True,True,beta,1,True
11,138,0.25,0.1875,-0.0625,-0.375,0.3125,0.1667,False,True,beta,1,True
0,139,0.625,1.1875,0.5625,2.75,-2.1875,0.2045,False,False,beta,1,True
1,139,0.625,0.375,-0.25,-0.5938,0.3437,0.4211,False,False,beta,1,True
2,139,0.625,0.75,0.125,0.4062,-0.2813,0.3077,False,False,beta,1,True
3,139,0.625,0.875,0.25,1.0,-0.75,0.25,False,False,beta,1,True
4,139,0.625,-0.75,-1.375,-5.125,3.75,0.2683,True,True,beta,1,True
5,139,0.625,0.875,0.25,0.5,-0.25,0.5,False,False,beta,1,True
6,139,0.625,-0.625,-1.25,-8.875,7.625,0.1408,True,True,beta,1,True
7,139,0.625,0.75,0.125,0.5625,-0.4375,0.2222,False,False,beta,1,True
8,139,0.625,0.875,0.25,1.5938,-1.3438,0.1569,False,False,beta,1,True
9,139,0.625,0.25,-0.375,-1.375,1.0,0.2727,False,True,beta,1,True
10,139,0.625,-0.9375,-1.5625,-8.9375,7.375,0.1748,True,True,beta,1,True
11,139,0.625,0.1875,-0.4375,-2.2812,1.8437,0.1918,False,True,beta,1,True
0,140,-0.4375,-0.25,0.1875,0.9375,-0.75,0.2,False,True,beta,1,False
1,140,-0.4375,-0.3125,0.125,0.8125,-0.6875,0.1538,False,True,beta,1,False
2,140,-0.4375,-0.5625,-0.125,-0.625,0.5,0.2,False,False,beta,1,False
3,140,-0.4375,-0.1875,0.25,0.75,-0.5,0.3333,False,True,beta,1,False
4,140,-0.4375,-0.0625,0.375,-0.8125,1.1875,-0.4615,False,False,beta,1,False
5,140,-0.4375,-0.5,-0.0625,-0.1875,0.125,0.3333,False,False,beta,1,False
6,140,-0.4375,-0.625,-0.1875,-4.6875,4.5,0.04,False,False,beta,1,False
7,140,-0.4375,-0.125,0.3125,1.0,-0.6875,0.3125,False,True,beta,1,False
8,140,-0.4375,-0.375,0.0625,0.125,-0.0625,0.5,False,False,beta,1,False
9,140,-0.4375,-1.0625,-0.625,-2.875,2.25,0.2174,False,False,beta,1,False
10,140,-0.4375,-0.625,-0.1875,0.3125,-0.5,-0.6,False,False,beta,1,False
11,140,-0.4375,-0.5625,-0.125,-0.4375,0.3125,0.2857,False,False,beta,1,False
0,141,0.375,0.625,0.25,1.3125,-1.0625,0.1905,False,False,beta,1,True
1,141,0.375,0.5625,0.1875,1.0,-0.8125,0.1875,False,False,beta,1,True
2,141,0.375,0.4375,0.0625,0.25,-0.1875,0.25,False,False,beta,1,True
3,141,0.375,0.5,0.125,0.625,-0.5,0.2,False,False,beta,1,True
4,141,0.375,0.3125,-0.0625,-2.0,1.9375,0.0312,False,True,beta,1,True
5,141,0.375,0.4375,0.0625,0.1875,-0.125,0.3333,False,False,beta,1,True
6,141,0.375,-0.3125,-0.6875,-8.625,7.9375,0.0797,True,True,beta,1,True
7,141,0.375,0.375,0.0,0.125,-0.125,0.0,False,False,beta,1,True
8,141,0.375,0.125,-0.25,0.3125,-0.5625,-0.8,False,False,beta,1,True
9,141,0.375,0.25,-0.125,-0.5625,0.4375,0.2222,False,True,beta,1,True
10,141,0.375,0.1875,-0.1875,0.375,-0.5625,-0.5,False,False,beta,1,True
11,141,0.375,0.1875,-0.1875,-0.9375,0.75,0.2,False,True,beta,1,True
0,142,-0.4375,-0.25,0.1875,1.0625,-0.875,0.1765,False,True,beta,1,True
1,142,-0.4375,-0.4375,0.0,-0.1875,0.1875,-0.0,False,False,beta,1,True
2,142,-0.4375,-0.25,0.1875,0.625,-0.4375,0.3,False,True,beta,1,True
3,142,-0.4375,-0.1875,0.25,0.875,-0.625,0.2857,False,True,beta,1,True
4,142,-0.4375,-0.375,0.0625,0.375,-0.3125,0.1667,False,False,beta,1,True
5,142,-0.4375,-0.4375,0.0,-0.0625,0.0625,-0.0,False,False,beta,1,True
6,142,-0.4375,-0.5625,-0.125,-3.125,3.0,0.04,False,False,beta,1,True
7,142,-0.4375,0.375,0.8125,3.3125,-2.5,0.2453,True,True,beta,1,True
8,142,-0.4375,0.375,0.8125,3.875,-3.0625,0.2097,True,True,beta,1,True
9,142,-0.4375,-0.375,0.0625,0.6875,-0.625,0.0909,False,True,beta,1,True
10,142,-0.4375,0.125,0.5625,0.6875,-0.125,0.8182,True,True,beta,1,True
11,142,-0.4375,-0.375,0.0625,0.375,-0.3125,0.1667,False,False,beta,1,True
0,143,1.125,1.375,0.25,1.1875,-0.9375,0.2105,False,False,beta,1,True
1,143,1.125,1.1875,0.0625,0.25,-0.1875,0.25,False,False,beta,1,True
2,143,1.125,1.25,0.125,0.25,-0.125,0.5,False,False,beta,1,True
3,143,1.125,1.125,0.0,0.25,-0.25,0.0,False,False,beta,1,True
4,143,1.125,0.3125,-0.8125,-2.875,2.0625,0.2826,False,True,beta,1,True
5,143,1.125,1.25,0.125,0.25,-0.125,0.5,False,False,beta,1,True
6,143,1.125,0.25,-0.875,-6.625,5.75,0.1321,False,True,beta,1,True
7,143,1.125,1.75,0.625,2.3125,-1.6875,0.2703,False,False,beta,1,True
8,143,1.125,0.6875,-0.4375,-3.125,2.6875,0.14,False,True,beta,1,True
9,143,1.125,1.1875,0.0625,0.4375,-0.375,0.1429,False,False,beta,1,True
10,143,1.125,0.125,-1.0,-6.4062,5.4062,0.1561,False,True,beta,1,True
11,143,1.125,1.0,-0.125,-0.3125,0.1875,0.4,False,False,beta,1,True
0,144,-1.0625,-1.25,-0.1875,-0.4375,0.25,0.4286,False,False,beta,1,False
1,144,-1.0625,-1.25,-0.1875,-0.6875,0.5,0.2727,False,False,beta,1,False
2,144,-1.0625,-1.25,-0.1875,-0.5625,0.375,0.3333,False,False,beta,1,False
3,144,-1.0625,-0.6875,0.375,1.3125,-0.9375,0.2857,False,True,beta,1,False
4,144,-1.0625,-0.5625,0.5,0.875,-0.375,0.5714,False,False,beta,1,False
5,144,-1.0625,-0.9375,0.125,0.25,-0.125,0.5,False,False,beta,1,False
6,144,-1.0625,-1.0,0.0625,-2.5625,2.625,-0.0244,False,False,beta,1,False
7,144,-1.0625,-0.3125,0.75,3.0625,-2.3125,0.2449,False,True,beta,1,False
8,144,-1.0625,-0.75,0.3125,1.75,-1.4375,0.1786,False,True,beta,1,False
9,144,-1.0625,-1.0,0.0625,-0.5,0.5625,-0.125,False,False,beta,1,False
10,144,-1.0625,-2.0625,-1.0,-4.7812,3.7812,0.2092,False,False,beta,1,False
11,144,-1.0625,-0.875,0.1875,0.75,-0.5625,0.25,False,False,beta,1,False
0,145,1.625,1.8125,0.1875,0.5,-0.3125,0.375,False,False,beta,1,True
1,145,1.625,1.6875,0.0625,0.25,-0.1875,0.25,False,False,beta,1,True
2,145,1.625,1.4375,-0.1875,-0.7188,0.5312,0.2609,False,False,beta,1,True
3,145,1.625,1.8125,0.1875,0.5625,-0.375,0.3333,False,False,beta,1,True
4,145,1.625,0.125,-1.5,-6.0,4.5,0.25,False,True,beta,1,True
5,145,1.625,1.625,0.0,-0.2188,0.2188,-0.0,False,False,beta,1,True
6,145,1.625,0.4375,-1.1875,-8.3438,7.1562,0.1423,False,True,beta,1,True
7,145,1.625,2.375,0.75,2.9375,-2.1875,0.2553,False,False,beta,1,True
8,145,1.625,1.25,-0.375,-0.6562,0.2812,0.5714,False,False,beta,1,True
9,145,1.625,1.8125,0.1875,0.9688,-0.7812,0.1935,False,False,beta,1,True
10,145,1.625,0.0,-1.625,-10.1875,8.5625,0.1595,True,True,beta,1,True
11,145,1.625,1.5,-0.125,-0.8438,0.7188,0.1481,False,False,beta,1,True
0,146,0.1875,0.4375,0.25,1.4375,-1.1875,0.1739,False,False,beta,1,False
1,146,0.1875,0.0625,-0.125,-0.4375,0.3125,0.2857,False,True,beta,1,False
2,146,0.1875,0.125,-0.0625,-0.0625,0.0,1.0,False,False,beta,1,False
3,146,0.1875,0.625,0.4375,1.25,-0.8125,0.35,False,False,beta,1,False
4,146,0.1875,0.125,-0.0625,-1.75,1.6875,0.0357,False,True,beta,1,False
5,146,0.1875,0.1875,0.0,-0.125,0.125,-0.0,False,False,beta,1,False
6,146,0.1875,-0.1875,-0.375,-7.0625,6.6875,0.0531,True,True,beta,1,False
7,146,0.1875,0.4375,0.25,0.9375,-0.6875,0.2667,False,False,beta,1,False
8,146,0.1875,0.1875,0.0,-0.5625,0.5625,-0.0,False,True,beta,1,False
9,146,0.1875,0.0,-0.1875,-0.8125,0.625,0.2308,True,True,beta,1,False
10,146,0.1875,0.125,-0.0625,1.1875,-1.25,-0.0526,False,False,beta,1,False
11,146,0.1875,0.125,-0.0625,-0.3125,0.25,0.2,False,True,beta,1,False
0,147,0.0,0.125,0.125,0.375,-0.25,0.3333,True,False,beta,1,True
1,147,0.0,-0.1875,-0.1875,-0.375,0.1875,0.5,False,False,beta,1,True
2,147,0.0,0.0,0.0,0.0625,-0.0625,0.0,False,False,beta,1,True
3,147,0.0,0.3125,0.3125,0.9375,-0.625,0.3333,True,False,beta,1,True
4,147,0.0,-0.4375,-0.4375,-1.2188,0.7812,0.359,False,False,beta,1,True
5,147,0.0,0.125,0.125,0.3125,-0.1875,0.4,True,False,beta,1,True
6,147,0.0,-0.6875,-0.6875,-5.7812,5.0938,0.1189,False,False,beta,1,True
7,147,0.0,0.3125,0.3125,1.1875,-0.875,0.2632,True,False,beta,1,True
8,147,0.0,0.25,0.25,1.4375,-1.1875,0.1739,True,False,beta,1,True
9,147,0.0,0.1875,0.1875,1.0312,-0.8438,0.1818,True,False,beta,1,True
10,147,0.0,-0.9375,-0.9375,-5.5312,4.5938,0.1695,False,False,beta,1,True
11,147,0.0,-0.1875,-0.1875,-1.1875,1.0,0.1579,False,False,beta,1,True
0,148,1.0,0.875,-0.125,-1.375,1.25,0.0909,False,True,alpha,1,True
1,148,1.0,1.125,0.125,0.4375,-0.3125,0.2857,False,False,alpha,1,True
2,148,1.0,1.0,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
3,148,1.0,0.8125,-0.1875,-0.75,0.5625,0.25,False,False,alpha,1,True
4,148,1.0,1.6875,0.6875,0.6875,0.0,1.0,False,False,alpha,1,True
5,148,1.0,0.9375,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,1,True
6,148,1.0,1.0625,0.0625,4.9375,-4.875,0.0127,False,False,alpha,1,True
7,148,1.0,0.6875,-0.3125,-1.375,1.0625,0.2273,False,True,alpha,1,True
8,148,1.0,0.875,-0.125,-0.1875,0.0625,0.6667,False,False,alpha,1,True
9,148,1.0,1.25,0.25,1.5,-1.25,0.1667,False,False,alpha,1,True
10,148,1.0,2.1875,1.1875,6.0625,-4.875,0.1959,False,False,alpha,1,True
11,148,1.0,1.375,0.375,1.6875,-1.3125,0.2222,False,False,alpha,1,True
0,149,-0.1875,0.125,0.3125,1.875,-1.5625,0.1667,True,True,beta,1,True
1,149,-0.1875,-0.375,-0.1875,-0.5,0.3125,0.375,False,False,beta,1,True
2,149,-0.1875,-0.1875,0.0,-0.1875,0.1875,-0.0,False,False,beta,1,True
3,149,-0.1875,0.0,0.1875,0.75,-0.5625,0.25,False,True,beta,1,True
4,149,-0.1875,-1.0,-0.8125,-1.5625,0.75,0.52,False,False,beta,1,True
5,149,-0.1875,0.0625,0.25,0.875,-0.625,0.2857,True,True,beta,1,True
6,149,-0.1875,-0.375,-0.1875,-4.8125,4.625,0.039,False,False,beta,1,True
7,149,-0.1875,0.25,0.4375,1.75,-1.3125,0.25,True,True,beta,1,True
8,149,-0.1875,-0.25,-0.0625,-0.875,0.8125,0.0714,False,False,beta,1,True
9,149,-0.1875,-0.5,-0.3125,-1.3125,1.0,0.2381,False,False,beta,1,True
10,149,-0.1875,-1.1875,-1.0,-3.5,2.5,0.2857,False,False,beta,1,True
11,149,-0.1875,-0.375,-0.1875,-1.3125,1.125,0.1429,False,False,beta,1,True
0,150,0.9375,0.5625,-0.375,-1.625,1.25,0.2308,False,True,alpha,1,True
1,150,0.9375,1.0,0.0625,0.3125,-0.25,0.2,False,False,alpha,1,True
2,150,0.9375,1.1875,0.25,0.875,-0.625,0.2857,False,False,alpha,1,True
3,150,0.9375,0.5,-0.4375,-1.125,0.6875,0.3889,False,True,alpha,1,True
4,150,0.9375,1.0625,0.125,2.0,-1.875,0.0625,False,False,alpha,1,True
5,150,0.9375,0.875,-0.0625,-0.0625,0.0,1.0,False,False,alpha,1,True
6,150,0.9375,1.25,0.3125,6.875,-6.5625,0.0455,False,False,alpha,1,True
7,150,0.9375,0.4375,-0.5,-1.875,1.375,0.2667,False,True,alpha,1,True
8,150,0.9375,1.125,0.1875,1.0,-0.8125,0.1875,False,False,alpha,1,True
9,150,0.9375,0.9375,0.0,0.25,-0.25,0.0,False,False,alpha,1,True
10,150,0.9375,1.5625,0.625,3.0625,-2.4375,0.2041,False,False,alpha,1,True
11,150,0.9375,0.875,-0.0625,-0.3125,0.25,0.2,False,False,alpha,1,True
0,151,0.25,0.4375,0.1875,0.8125,-0.625,0.2308,False,False,beta,1,True
1,151,0.25,0.1875,-0.0625,-0.4375,0.375,0.1429,False,True,beta,1,True
2,151,0.25,-0.0625,-0.3125,-0.9375,0.625,0.3333,True,True,beta,1,True
3,151,0.25,0.625,0.375,1.0625,-0.6875,0.3529,False,False,beta,1,True
4,151,0.25,-0.1875,-0.4375,-3.9375,3.5,0.1111,True,True,beta,1,True
5,151,0.25,0.0,-0.25,-0.6875,0.4375,0.3636,True,True,beta,1,True
6,151,0.25,-0.5,-0.75,-8.4375,7.6875,0.0889,True,True,beta,1,True
7,151,0.25,0.25,0.0,0.25,-0.25,0.0,False,False,beta,1,True
8,151,0.25,-0.1875,-0.4375,-2.4375,2.0,0.1795,True,True,beta,1,True
9,151,0.25,-0.1875,-0.4375,-2.375,1.9375,0.1842,True,True,beta,1,True
10,151,0.25,-0.125,-0.375,-1.3125,0.9375,0.2857,True,True,beta,1,True
11,151,0.25,0.1875,-0.0625,-0.375,0.3125,0.1667,False,True,beta,1,True
0,152,1.25,1.0625,-0.1875,-1.125,0.9375,0.1667,False,False,alpha,1,True
1,152,1.25,1.3125,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
2,152,1.25,1.3125,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
3,152,1.25,0.8125,-0.4375,-1.25,0.8125,0.35,False,False,alpha,1,True
4,152,1.25,1.0625,-0.1875,0.8125,-1.0,-0.2308,False,False,alpha,1,True
5,152,1.25,1.0,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,1,True
6,152,1.25,1.4375,0.1875,5.3125,-5.125,0.0353,False,False,alpha,1,True
7,152,1.25,0.75,-0.5,-2.1875,1.6875,0.2286,False,True,alpha,1,True
8,152,1.25,1.3125,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
9,152,1.25,1.125,-0.125,-0.6875,0.5625,0.1818,False,False,alpha,1,True
10,152,1.25,1.75,0.5,1.6875,-1.1875,0.2963,False,False,alpha,1,True
11,152,1.25,1.25,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
0,153,-0.4375,-0.25,0.1875,0.9375,-0.75,0.2,False,True,beta,1,False
1,153,-0.4375,-0.3125,0.125,0.8125,-0.6875,0.1538,False,True,beta,1,False
2,153,-0.4375,-0.5625,-0.125,-0.625,0.5,0.2,False,False,beta,1,False
3,153,-0.4375,-0.1875,0.25,0.75,-0.5,0.3333,False,True,beta,1,False
4,153,-0.4375,-0.0625,0.375,-0.8125,1.1875,-0.4615,False,False,beta,1,False
5,153,-0.4375,-0.5,-0.0625,-0.1875,0.125,0.3333,False,False,beta,1,False
6,153,-0.4375,-0.625,-0.1875,-4.6875,4.5,0.04,False,False,beta,1,False
7,153,-0.4375,-0.125,0.3125,1.0,-0.6875,0.3125,False,True,beta,1,False
8,153,-0.4375,-0.375,0.0625,0.125,-0.0625,0.5,False,False,beta,1,False
9,153,-0.4375,-1.0625,-0.625,-2.875,2.25,0.2174,False,False,beta,1,False
10,153,-0.4375,-0.625,-0.1875,0.3125,-0.5,-0.6,False,False,beta,1,False
11,153,-0.4375,-0.5625,-0.125,-0.4375,0.3125,0.2857,False,False,beta,1,False
0,154,0.6875,0.9375,0.25,0.8125,-0.5625,0.3077,False,False,alpha,1,True
1,154,0.6875,0.75,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
2,154,0.6875,0.9375,0.25,0.875,-0.625,0.2857,False,False,alpha,1,True
3,154,0.6875,0.5625,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
4,154,0.6875,1.6875,1.0,0.9375,0.0625,1.0667,False,False,alpha,1,True
5,154,0.6875,0.4375,-0.25,-0.75,0.5,0.3333,False,True,alpha,1,True
6,154,0.6875,0.8125,0.125,4.0,-3.875,0.0312,False,False,alpha,1,True
7,154,0.6875,0.1875,-0.5,-2.0625,1.5625,0.2424,False,True,alpha,1,True
8,154,0.6875,0.25,-0.4375,0.1875,-0.625,-2.3333,False,False,alpha,1,True
9,154,0.6875,0.5,-0.1875,-0.5625,0.375,0.3333,False,False,alpha,1,True
10,154,0.6875,2.0,1.3125,10.625,-9.3125,0.1235,False,False,alpha,1,True
11,154,0.6875,1.0,0.3125,1.375,-1.0625,0.2273,False,False,alpha,1,True
0,155,-1.0625,-1.25,-0.1875,-0.4375,0.25,0.4286,False,False,beta,1,False
1,155,-1.0625,-1.25,-0.1875,-0.6875,0.5,0.2727,False,False,beta,1,False
2,155,-1.0625,-1.25,-0.1875,-0.5625,0.375,0.3333,False,False,beta,1,False
3,155,-1.0625,-0.6875,0.375,1.3125,-0.9375,0.2857,False,True,beta,1,False
4,155,-1.0625,-0.5625,0.5,0.875,-0.375,0.5714,False,False,beta,1,False
5,155,-1.0625,-0.9375,0.125,0.25,-0.125,0.5,False,False,beta,1,False
6,155,-1.0625,-1.0,0.0625,-2.5625,2.625,-0.0244,False,False,beta,1,False
7,155,-1.0625,-0.3125,0.75,3.0625,-2.3125,0.2449,False,True,beta,1,False
8,155,-1.0625,-0.75,0.3125,1.75,-1.4375,0.1786,False,True,beta,1,False
9,155,-1.0625,-1.0,0.0625,-0.5,0.5625,-0.125,False,False,beta,1,False
10,155,-1.0625,-2.0625,-1.0,-4.7812,3.7812,0.2092,False,False,beta,1,False
11,155,-1.0625,-0.875,0.1875,0.75,-0.5625,0.25,False,False,beta,1,False
0,156,0.9375,0.75,-0.1875,-0.8125,0.625,0.2308,False,False,alpha,1,True
1,156,0.9375,1.0,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
2,156,0.9375,0.8125,-0.125,-0.3125,0.1875,0.4,False,False,alpha,1,True
3,156,0.9375,0.5,-0.4375,-1.375,0.9375,0.3182,False,True,alpha,1,True
4,156,0.9375,1.3125,0.375,0.625,-0.25,0.6,False,False,alpha,1,True
5,156,0.9375,0.8125,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
6,156,0.9375,0.875,-0.0625,2.0625,-2.125,-0.0303,False,False,alpha,1,True
7,156,0.9375,0.1875,-0.75,-2.75,2.0,0.2727,False,True,alpha,1,True
8,156,0.9375,0.9375,0.0,1.25,-1.25,0.0,False,False,alpha,1,True
9,156,0.9375,1.0,0.0625,0.375,-0.3125,0.1667,False,False,alpha,1,True
10,156,0.9375,2.0,1.0625,5.8125,-4.75,0.1828,False,False,alpha,1,True
11,156,0.9375,1.125,0.1875,1.0,-0.8125,0.1875,False,False,alpha,1,True
0,157,-0.625,-0.375,0.25,0.8125,-0.5625,0.3077,False,True,beta,1,False
1,157,-0.625,-0.75,-0.125,-0.5625,0.4375,0.2222,False,False,beta,1,False
