prompt_idx,correct_answer,filter_property,wording_family,cluster_k4,cluster_k8,pca_x,pca_y
329,photon,em_quantum,F2_contextual_implicit,0,3,-0.098138824,-0.13278213
330,neutron,neutral_charge_atomic,F3_process_implicit,2,5,-0.19175075,0.0017645077
331,neutron,nuclear_stability_provider,F2_contextual_implicit,3,6,0.09185398,0.008797571
332,photon,em_quantum,F3_process_implicit,0,3,-0.118010685,-0.11243218
333,photon,em_quantum,F3_process_implicit,2,3,-0.12887734,-0.08525509
334,neutron,nuclear_stability_provider,F4_contrast_implicit,3,6,0.10700069,0.048775304
335,proton,positive_charge_atomic,F2_contextual_implicit,0,7,0.044872556,-0.11887871
336,electron,negative_charge_atomic,F2_contextual_implicit,3,5,-0.07692355,0.035225864
337,proton,positive_charge_atomic,F3_process_implicit,0,5,-0.0709447,-0.05200554
338,neutron,neutral_charge_atomic,F3_process_implicit,2,5,-0.22093081,0.015056685
339,neutron,neutral_charge_atomic,F1_direct_implicit,3,4,0.082081065,0.0667634
340,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.14389764,0.24599491
341,proton,positive_charge_atomic,F3_process_implicit,0,0,0.0786227,-0.09759718
342,electron,negative_charge_atomic,F2_contextual_implicit,3,5,-0.015394765,0.016357008
343,neutron,neutral_charge_atomic,F1_direct_implicit,3,4,0.14861825,-0.015780592
344,photon,massless_em_mediator,F3_process_implicit,2,2,-0.36334637,-0.039284702
345,neutron,nuclear_stability_provider,F4_contrast_implicit,1,6,0.13424979,0.08297118
346,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.13355933,0.29306132
347,proton,positive_charge_atomic,F3_process_implicit,2,5,-0.17204753,-0.036111332
348,photon,em_quantum,F4_contrast_implicit,1,1,-0.02441239,0.2728982
349,neutron,nuclear_stability_provider,F1_direct_implicit,3,0,0.011225784,-0.0043203398
350,photon,em_quantum,F4_contrast_implicit,1,1,0.120588556,0.28378674
351,photon,massless_em_mediator,F4_contrast_implicit,1,1,-0.14614132,0.39475423
352,neutron,nuclear_stability_provider,F3_process_implicit,2,5,-0.15465099,0.1264506
353,proton,positive_charge_atomic,F1_direct_implicit,3,4,0.1522201,0.00076575135
354,photon,massless_em_mediator,F3_process_implicit,2,2,-0.3197665,-0.0009991128
355,photon,em_quantum,F2_contextual_implicit,0,7,0.12913151,-0.022310577
356,electron,negative_charge_atomic,F3_process_implicit,0,7,-0.061837573,-0.15209253
357,photon,em_quantum,F3_process_implicit,0,0,-0.096959904,-0.044027776
358,photon,em_quantum,F3_process_implicit,2,3,-0.27690357,-0.10282845
359,proton,positive_charge_atomic,F3_process_implicit,0,0,0.026935859,-0.08324922
360,photon,em_quantum,F3_process_implicit,0,7,-0.058355585,-0.13088423
361,proton,positive_charge_atomic,F2_contextual_implicit,0,7,-0.06441492,-0.124744125
362,neutron,neutral_charge_atomic,F2_contextual_implicit,2,3,-0.11879053,-0.07622488
363,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.10085711,-0.004025419
364,proton,positive_charge_atomic,F1_direct_implicit,3,6,0.14288317,-0.07902903
365,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.06174545,0.0058615287
366,photon,em_quantum,F2_contextual_implicit,0,7,-0.002605524,-0.11347278
367,neutron,neutral_charge_atomic,F4_contrast_implicit,0,7,0.093748115,-0.11876667
368,photon,massless_em_mediator,F3_process_implicit,2,3,-0.23334579,-0.064427994
369,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.4607364,0.001297125
370,electron,negative_charge_atomic,F3_process_implicit,0,7,-0.017001638,-0.09662374
371,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.03638848,0.19722313
372,photon,massless_em_mediator,F2_contextual_implicit,1,1,-0.22498237,0.33021185
373,proton,positive_charge_atomic,F4_contrast_implicit,3,6,0.028684208,-0.022997541
374,proton,positive_charge_atomic,F3_process_implicit,0,7,0.124620736,-0.11727581
375,photon,em_quantum,F3_process_implicit,2,3,-0.29219043,-0.07937314
376,electron,negative_charge_atomic,F2_contextual_implicit,0,0,0.016183889,-0.056365646
377,electron,negative_charge_atomic,F3_process_implicit,0,7,0.05205297,-0.15230373
378,photon,em_quantum,F4_contrast_implicit,1,1,-0.026792029,0.12067358
379,proton,positive_charge_atomic,F2_contextual_implicit,3,5,0.025682341,0.028435936
380,photon,em_quantum,F1_direct_implicit,0,7,0.084828794,-0.061305936
381,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.06920877,-0.00033345842
382,photon,em_quantum,F2_contextual_implicit,2,3,-0.1729069,-0.10070859
383,photon,em_quantum,F2_contextual_implicit,2,5,-0.09330474,0.049087938
384,proton,positive_charge_atomic,F4_contrast_implicit,3,6,0.12264682,0.079847485
385,neutron,nuclear_stability_provider,F4_contrast_implicit,3,6,0.16313186,0.14215034
386,electron,negative_charge_atomic,F3_process_implicit,3,5,-0.044002727,-0.0032662502
387,neutron,neutral_charge_atomic,F2_contextual_implicit,3,5,-0.034841314,-0.018008221
388,electron,negative_charge_atomic,F4_contrast_implicit,0,0,0.022664906,-0.0306493
389,neutron,nuclear_stability_provider,F3_process_implicit,2,3,-0.20847382,-0.08579979
390,neutron,nuclear_stability_provider,F1_direct_implicit,3,4,0.1587066,-0.0008865052
391,photon,massless_em_mediator,F1_direct_implicit,1,1,0.090664044,0.16408132
392,electron,negative_charge_atomic,F2_contextual_implicit,0,7,0.042705324,-0.16956449
393,proton,positive_charge_atomic,F3_process_implicit,0,3,-0.07626841,-0.115746096
394,photon,em_quantum,F2_contextual_implicit,0,7,0.006391315,-0.041044727
395,neutron,neutral_charge_atomic,F2_contextual_implicit,0,7,-0.06560026,-0.09659142
396,neutron,neutral_charge_atomic,F2_contextual_implicit,0,0,-0.013447641,-0.10069059
397,electron,negative_charge_atomic,F3_process_implicit,3,0,0.06709297,-0.06951191
398,neutron,neutral_charge_atomic,F2_contextual_implicit,0,0,0.10225187,-0.0778685
399,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.008049911,0.24112722
400,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.1699898,0.24677524
401,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.06676523,-0.015487116
402,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.27056032,0.119497545
403,proton,positive_charge_atomic,F2_contextual_implicit,3,0,0.025796337,-0.08927171
404,electron,negative_charge_atomic,F4_contrast_implicit,3,6,0.1348242,-0.0146833155
405,photon,massless_em_mediator,F3_process_implicit,2,3,-0.27737314,-0.13872571
406,neutron,neutral_charge_atomic,F2_contextual_implicit,3,0,0.046714723,-0.022587923
407,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.07188506,0.090580344
408,photon,em_quantum,F4_contrast_implicit,1,1,0.026182404,0.146728
409,proton,positive_charge_atomic,F1_direct_implicit,3,4,0.14175129,0.005737612
410,photon,massless_em_mediator,F2_contextual_implicit,2,2,-0.4449276,0.20659094
411,electron,negative_charge_atomic,F1_direct_implicit,3,4,0.22045149,0.05123232
412,proton,positive_charge_atomic,F4_contrast_implicit,3,6,0.22299352,0.035830975
413,photon,em_quantum,F1_direct_implicit,1,1,-0.13189866,0.19664913
414,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.17075375,0.022726653
415,proton,positive_charge_atomic,F2_contextual_implicit,3,6,0.15373859,-0.009443916
416,neutron,neutral_charge_atomic,F3_process_implicit,0,3,-0.11035721,-0.15728113
417,photon,massless_em_mediator,F4_contrast_implicit,1,1,0.13407704,0.19646382
418,photon,em_quantum,F4_contrast_implicit,1,1,0.16739969,0.14523959
419,photon,em_quantum,F3_process_implicit,0,7,0.0980301,-0.11921057
420,photon,em_quantum,F4_contrast_implicit,0,7,0.11609652,-0.15349434
421,proton,positive_charge_atomic,F2_contextual_implicit,0,0,0.056128085,-0.10012974
422,neutron,nuclear_stability_provider,F4_contrast_implicit,3,4,0.11529525,0.1092017
423,electron,negative_charge_atomic,F2_contextual_implicit,0,7,-0.022355756,-0.16282463
424,photon,em_quantum,F2_contextual_implicit,0,7,0.08953875,-0.047245268
425,neutron,nuclear_stability_provider,F2_contextual_implicit,2,3,-0.14572932,-0.028223963
426,proton,positive_charge_atomic,F3_process_implicit,2,3,-0.1526949,-0.10221709
427,proton,positive_charge_atomic,F2_contextual_implicit,0,7,0.08776455,-0.12538303
428,electron,negative_charge_atomic,F3_process_implicit,2,5,-0.13608703,-0.023753552
429,electron,negative_charge_atomic,F2_contextual_implicit,0,7,0.06980337,-0.07429903
430,electron,negative_charge_atomic,F2_contextual_implicit,0,7,0.014931814,-0.101703875
431,neutron,neutral_charge_atomic,F4_contrast_implicit,3,4,0.19347212,0.1545206
432,photon,em_quantum,F1_direct_implicit,1,1,0.04341854,0.11682867
433,electron,negative_charge_atomic,F3_process_implicit,0,0,-0.045113217,-0.12283373
434,neutron,nuclear_stability_provider,F4_contrast_implicit,3,6,0.17343572,0.012649691
435,photon,massless_em_mediator,F4_contrast_implicit,2,3,-0.30379754,-0.12282561
436,photon,em_quantum,F3_process_implicit,0,0,-0.0110706445,-0.055149283
437,electron,negative_charge_atomic,F3_process_implicit,3,0,0.11638288,-0.052358657
438,photon,massless_em_mediator,F2_contextual_implicit,1,1,0.07002406,0.3181097
439,electron,negative_charge_atomic,F4_contrast_implicit,3,4,0.15454888,0.044867653
440,proton,positive_charge_atomic,F2_contextual_implicit,2,3,-0.17701928,-0.057060238
441,proton,positive_charge_atomic,F3_process_implicit,2,5,-0.14453357,-0.025709145
442,proton,positive_charge_atomic,F4_contrast_implicit,3,6,0.14683726,-0.011397095
443,photon,massless_em_mediator,F2_contextual_implicit,1,1,0.093709975,0.26813093
444,electron,negative_charge_atomic,F2_contextual_implicit,0,7,0.09507161,-0.15242127
445,electron,negative_charge_atomic,F3_process_implicit,3,0,0.048037827,-0.04052473
446,photon,em_quantum,F2_contextual_implicit,2,2,-0.37297723,-0.0051149423
