prompt_idx,correct_answer,filter_property,wording_family,cluster_k4,cluster_k8,pca_x,pca_y
329,photon,em_quantum,F2_contextual_implicit,3,6,-0.16429794,-0.17659274
330,neutron,neutral_charge_atomic,F3_process_implicit,0,0,-0.132815,-0.005089529
331,neutron,nuclear_stability_provider,F2_contextual_implicit,1,2,0.14217027,0.013589777
332,photon,em_quantum,F3_process_implicit,0,1,-0.15997575,-0.13462368
333,photon,em_quantum,F3_process_implicit,0,1,-0.08689602,-0.092606686
334,neutron,nuclear_stability_provider,F4_contrast_implicit,1,4,0.08929022,0.035312265
335,proton,positive_charge_atomic,F2_contextual_implicit,3,6,0.05863285,-0.13353848
336,electron,negative_charge_atomic,F2_contextual_implicit,1,0,0.030605942,0.068438806
337,proton,positive_charge_atomic,F3_process_implicit,1,1,-0.007650286,-0.037683167
338,neutron,neutral_charge_atomic,F3_process_implicit,0,0,-0.1429822,0.029388323
339,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.12283781,0.08779765
340,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.070640534,0.31549487
341,proton,positive_charge_atomic,F3_process_implicit,1,4,0.11339636,-0.070236795
342,electron,negative_charge_atomic,F2_contextual_implicit,1,0,0.026276588,0.032728866
343,neutron,neutral_charge_atomic,F1_direct_implicit,1,2,0.18166868,-0.017540686
344,photon,massless_em_mediator,F3_process_implicit,0,3,-0.358118,-0.062958695
345,neutron,nuclear_stability_provider,F4_contrast_implicit,2,7,0.080877915,0.0969733
346,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.064897746,0.37815213
347,proton,positive_charge_atomic,F3_process_implicit,1,0,-0.042529196,-0.024499409
348,photon,em_quantum,F4_contrast_implicit,2,7,-0.10646019,0.3212324
349,neutron,nuclear_stability_provider,F1_direct_implicit,1,4,0.034271717,-0.0073937774
350,photon,em_quantum,F4_contrast_implicit,2,7,0.0030484572,0.33620277
351,photon,massless_em_mediator,F4_contrast_implicit,2,5,-0.33428633,0.44051415
352,neutron,nuclear_stability_provider,F3_process_implicit,1,0,-0.0988385,0.15206867
353,proton,positive_charge_atomic,F1_direct_implicit,1,2,0.19833224,0.001697801
354,photon,massless_em_mediator,F3_process_implicit,0,3,-0.39627147,-0.054597043
355,photon,em_quantum,F2_contextual_implicit,3,6,0.02682674,-0.040446512
356,electron,negative_charge_atomic,F3_process_implicit,3,6,-0.1133608,-0.19536674
357,photon,em_quantum,F3_process_implicit,3,1,-0.048268743,-0.028021388
358,photon,em_quantum,F3_process_implicit,0,3,-0.32447264,-0.14786166
359,proton,positive_charge_atomic,F3_process_implicit,1,4,0.08453302,-0.08378551
360,photon,em_quantum,F3_process_implicit,3,6,-0.15157984,-0.18265438
361,proton,positive_charge_atomic,F2_contextual_implicit,3,6,-0.09062033,-0.152446
362,neutron,neutral_charge_atomic,F2_contextual_implicit,0,1,-0.09494905,-0.08106939
363,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.16258626,0.006338075
364,proton,positive_charge_atomic,F1_direct_implicit,3,4,0.1480213,-0.09110249
365,neutron,neutral_charge_atomic,F2_contextual_implicit,1,0,0.07539941,0.008343197
366,photon,em_quantum,F2_contextual_implicit,3,6,-0.13698886,-0.14950997
367,neutron,neutral_charge_atomic,F4_contrast_implicit,3,6,0.053028107,-0.18208149
368,photon,massless_em_mediator,F3_process_implicit,0,1,-0.17493086,-0.081026964
369,photon,massless_em_mediator,F2_contextual_implicit,0,3,-0.48182583,-0.033599027
370,electron,negative_charge_atomic,F3_process_implicit,3,6,-0.048045903,-0.12404146
371,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.1346198,0.21037933
372,photon,massless_em_mediator,F2_contextual_implicit,2,5,-0.23061652,0.4012604
373,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.055250406,-0.058455102
374,proton,positive_charge_atomic,F3_process_implicit,3,4,0.11368649,-0.13639289
375,photon,em_quantum,F3_process_implicit,0,3,-0.3475237,-0.11088111
376,electron,negative_charge_atomic,F2_contextual_implicit,3,4,0.025850743,-0.08071048
377,electron,negative_charge_atomic,F3_process_implicit,3,6,-0.01742585,-0.19636637
378,photon,em_quantum,F4_contrast_implicit,2,1,-0.06141645,0.12413014
379,proton,positive_charge_atomic,F2_contextual_implicit,1,2,0.091075465,0.038478374
380,photon,em_quantum,F1_direct_implicit,3,6,0.044221774,-0.0968649
381,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.12668267,0.010090172
382,photon,em_quantum,F2_contextual_implicit,0,3,-0.22124566,-0.11570465
383,photon,em_quantum,F2_contextual_implicit,1,1,-0.07354012,0.072268456
384,proton,positive_charge_atomic,F4_contrast_implicit,1,2,0.14407717,0.04254105
385,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.2169158,0.13107935
386,electron,negative_charge_atomic,F3_process_implicit,1,0,0.08599912,0.03420093
387,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.06277211,0.025758088
388,electron,negative_charge_atomic,F4_contrast_implicit,3,1,-0.007123813,-0.042964466
389,neutron,nuclear_stability_provider,F3_process_implicit,0,3,-0.21972564,-0.113929294
390,neutron,nuclear_stability_provider,F1_direct_implicit,1,2,0.18973969,0.0030712709
391,photon,massless_em_mediator,F1_direct_implicit,2,7,0.013445973,0.23120752
392,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.07876801,-0.22545809
393,proton,positive_charge_atomic,F3_process_implicit,3,1,-0.047854014,-0.12321552
394,photon,em_quantum,F2_contextual_implicit,3,1,-0.058150288,-0.05401609
395,neutron,neutral_charge_atomic,F2_contextual_implicit,3,6,-0.10914591,-0.13146779
396,neutron,neutral_charge_atomic,F2_contextual_implicit,3,1,0.0028633475,-0.12366747
397,electron,negative_charge_atomic,F3_process_implicit,1,4,0.11606823,-0.061573885
398,neutron,neutral_charge_atomic,F2_contextual_implicit,3,4,0.14666812,-0.066282846
399,photon,massless_em_mediator,F4_contrast_implicit,2,7,-0.07626078,0.2555501
400,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.15781115,0.34052196
401,neutron,neutral_charge_atomic,F2_contextual_implicit,1,4,0.093011454,-0.011771239
402,photon,massless_em_mediator,F2_contextual_implicit,0,5,-0.30739427,0.16566613
403,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.08171755,-0.078066416
404,electron,negative_charge_atomic,F4_contrast_implicit,3,4,0.118075,-0.07151315
405,photon,massless_em_mediator,F3_process_implicit,0,3,-0.33695787,-0.18209824
406,neutron,neutral_charge_atomic,F2_contextual_implicit,1,2,0.11925571,0.004316017
407,photon,massless_em_mediator,F4_contrast_implicit,3,6,-0.082796425,0.052265577
408,photon,em_quantum,F4_contrast_implicit,2,7,-0.041591093,0.12487855
409,proton,positive_charge_atomic,F1_direct_implicit,1,2,0.16708378,-0.0015985593
410,photon,massless_em_mediator,F2_contextual_implicit,0,5,-0.45390993,0.19890638
411,electron,negative_charge_atomic,F1_direct_implicit,1,2,0.2441426,0.06695717
412,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.15836646,0.00416746
413,photon,em_quantum,F1_direct_implicit,2,7,-0.18488584,0.24845085
414,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.22295828,0.07853502
415,proton,positive_charge_atomic,F2_contextual_implicit,1,4,0.20364673,-0.027429678
416,neutron,neutral_charge_atomic,F3_process_implicit,3,1,-0.16352393,-0.19064546
417,photon,massless_em_mediator,F4_contrast_implicit,2,7,0.041864738,0.2878708
418,photon,em_quantum,F4_contrast_implicit,2,7,0.072849765,0.1676782
419,photon,em_quantum,F3_process_implicit,3,6,0.05005029,-0.13392374
420,photon,em_quantum,F4_contrast_implicit,3,6,0.013775319,-0.23054135
421,proton,positive_charge_atomic,F2_contextual_implicit,3,4,0.10701573,-0.10598985
422,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.26767594,0.14383054
423,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.09404444,-0.20516577
424,photon,em_quantum,F2_contextual_implicit,3,6,0.029603064,-0.06695951
425,neutron,nuclear_stability_provider,F2_contextual_implicit,0,1,-0.10354686,-0.042906992
426,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.09023409,-0.11721597
427,proton,positive_charge_atomic,F2_contextual_implicit,3,6,0.056660444,-0.13994876
428,electron,negative_charge_atomic,F3_process_implicit,1,0,-0.027450949,-0.009055652
429,electron,negative_charge_atomic,F2_contextual_implicit,3,6,0.05818729,-0.07343692
430,electron,negative_charge_atomic,F2_contextual_implicit,3,6,-0.02316507,-0.117748015
431,neutron,neutral_charge_atomic,F4_contrast_implicit,1,2,0.21653329,0.19603185
432,photon,em_quantum,F1_direct_implicit,2,7,-0.0029227883,0.17077619
433,electron,negative_charge_atomic,F3_process_implicit,3,1,-0.00044784695,-0.13556343
434,neutron,nuclear_stability_provider,F4_contrast_implicit,1,2,0.19932978,0.013854846
435,photon,massless_em_mediator,F4_contrast_implicit,0,3,-0.33485895,-0.18582997
436,photon,em_quantum,F3_process_implicit,1,1,0.01904136,-0.04599888
437,electron,negative_charge_atomic,F3_process_implicit,1,2,0.19068094,-0.031101905
438,photon,massless_em_mediator,F2_contextual_implicit,2,7,0.025643751,0.4312324
439,electron,negative_charge_atomic,F4_contrast_implicit,1,2,0.18641473,0.040582523
440,proton,positive_charge_atomic,F2_contextual_implicit,0,1,-0.13475391,-0.07179915
441,proton,positive_charge_atomic,F3_process_implicit,0,1,-0.08855766,-0.02917128
442,proton,positive_charge_atomic,F4_contrast_implicit,1,4,0.090886846,-0.058122016
443,photon,massless_em_mediator,F2_contextual_implicit,2,7,-0.009941958,0.3573132
444,electron,negative_charge_atomic,F2_contextual_implicit,3,6,0.04787253,-0.17358723
445,electron,negative_charge_atomic,F3_process_implicit,1,2,0.15220995,-0.014837481
446,photon,em_quantum,F2_contextual_implicit,0,3,-0.3133099,-0.03032405
