prompt_idx,correct_answer,filter_property,wording_family,first_rank1_layer,final_rank,final_margin,final_entropy,mean_margin_L10_13,mean_margin_L22_25,margin_increase
219,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-2.046875,1.047200083732605,0.0,-5.40234375,-5.40234375
220,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,5.65899658203125,0.06558318436145782,0.0,2.7975616455078125,2.7975616455078125
221,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,0.734375,0.6547977924346924,0.0,0.611328125,0.611328125
222,photon,em_quantum,F3_process_implicit,10,1.0,-2.5625,0.3551821708679199,0.0,-2.7109375,-2.7109375
223,photon,em_quantum,F4_contrast_implicit,10,0.0,5.984375,0.02299680933356285,0.0,2.755859375,2.755859375
224,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-4.78125,0.1827327013015747,0.0,-7.21875,-7.21875
225,photon,em_quantum,F2_contextual_implicit,10,0.0,0.328125,0.9194049835205078,0.0,-1.72265625,-1.72265625
226,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,3.3203125,0.21531319618225098,0.0,3.13671875,3.13671875
227,photon,massless_em_mediator,F3_process_implicit,10,1.0,-0.4765625,0.8630121946334839,0.0,0.185546875,0.185546875
228,photon,em_quantum,F1_direct_implicit,10,1.0,-2.5625,0.34811925888061523,0.0,-2.00390625,-2.00390625
229,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-3.78125,0.4739235043525696,0.0,-5.84765625,-5.84765625
230,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,4.078125,0.14792796969413757,0.0,3.95703125,3.95703125
231,photon,em_quantum,F1_direct_implicit,10,1.0,-1.6171875,0.8762620687484741,0.0,-1.193359375,-1.193359375
232,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-3.8125,0.48548027873039246,0.0,-3.48046875,-3.48046875
233,photon,em_quantum,F3_process_implicit,10,0.0,1.1328125,0.8534349799156189,0.0,1.111328125,1.111328125
234,photon,em_quantum,F1_direct_implicit,10,1.0,-0.9375,0.8541814088821411,0.0,-1.0703125,-1.0703125
235,photon,massless_em_mediator,F3_process_implicit,10,0.0,0.697265625,0.7635131478309631,0.0,-0.45068359375,-0.45068359375
236,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-2.953125,0.9000838994979858,0.0,-5.13671875,-5.13671875
237,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-2.96875,0.7771604657173157,0.0,-6.515625,-6.515625
238,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.59375,0.7903255224227905,0.0,-5.953125,-5.953125
239,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,0.1875,0.8709387183189392,0.0,2.90625,2.90625
240,photon,em_quantum,F2_contextual_implicit,10,1.0,-2.6845703125,0.5159730315208435,0.0,-1.311767578125,-1.311767578125
241,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-2.140625,1.0398801565170288,0.0,-5.30078125,-5.30078125
242,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,2.8359375,0.2992507815361023,0.0,-0.642578125,-0.642578125
243,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,5.4326171875,0.0776468813419342,0.0,3.085205078125,3.085205078125
244,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-4.375,0.2663503885269165,0.0,-6.6171875,-6.6171875
245,photon,massless_em_mediator,F3_process_implicit,10,0.0,2.9453125,0.26831310987472534,0.0,-1.810546875,-1.810546875
246,neutron,neutral_charge_atomic,F2_contextual_implicit,10,1.0,-2.46875,0.5716958045959473,0.0,-0.04296875,-0.04296875
247,photon,massless_em_mediator,F1_direct_implicit,10,0.0,3.78125,0.14294585585594177,0.0,-1.279296875,-1.279296875
248,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,2.0703125,0.418552964925766,0.0,0.8828125,0.8828125
249,photon,em_quantum,F4_contrast_implicit,10,0.0,4.94921875,0.08879248797893524,0.0,0.3583984375,0.3583984375
250,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,6.724609375,0.02471942827105522,0.0,1.41162109375,1.41162109375
251,photon,em_quantum,F3_process_implicit,10,0.0,5.71875,0.038368888199329376,0.0,1.2421875,1.2421875
252,neutron,nuclear_stability_provider,F1_direct_implicit,10,0.0,0.5283203125,1.336848497390747,0.0,4.069580078125,4.069580078125
253,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,3.796875,0.13397781550884247,0.0,1.40234375,1.40234375
254,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,0.52734375,1.1944761276245117,0.0,2.1748046875,2.1748046875
255,photon,em_quantum,F2_contextual_implicit,10,1.0,-1.927734375,0.8694704174995422,0.0,-0.82177734375,-0.82177734375
256,photon,em_quantum,F2_contextual_implicit,10,0.0,2.171875,0.6307780742645264,0.0,0.24609375,0.24609375
257,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-2.5625,0.7251750826835632,0.0,-6.453125,-6.453125
258,neutron,nuclear_stability_provider,F2_contextual_implicit,10,1.0,-4.890625,0.0984601378440857,0.0,2.56640625,2.56640625
259,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-3.5,0.7571933269500732,0.0,-3.875,-3.875
260,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-2.40625,0.9946134090423584,0.0,-5.390625,-5.390625
261,photon,massless_em_mediator,F4_contrast_implicit,10,1.0,-0.14453125,0.8236773014068604,0.0,-0.9521484375,-0.9521484375
262,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,2.1875,0.8409953117370605,0.0,1.9375,1.9375
263,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-3.6875,0.7703660726547241,0.0,-4.19921875,-4.19921875
264,photon,massless_em_mediator,F1_direct_implicit,10,0.0,5.640625,0.027679800987243652,0.0,-0.91064453125,-0.91064453125
265,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-7.28125,0.07641541957855225,0.0,-4.88671875,-4.88671875
266,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-4.21875,0.5852193832397461,0.0,-4.40625,-4.40625
267,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-4.03125,0.7144362926483154,0.0,-6.578125,-6.578125
268,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-5.21875,0.2678097188472748,0.0,-5.95703125,-5.95703125
269,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,5.3125,0.09210080653429031,0.0,1.25,1.25
270,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,1.5859375,0.9041638374328613,0.0,3.642578125,3.642578125
271,electron,negative_charge_atomic,F1_direct_implicit,10,2.0,-4.28125,0.5541927814483643,0.0,-4.5859375,-4.5859375
272,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,1.53125,0.8855584859848022,0.0,1.7421875,1.7421875
273,neutron,neutral_charge_atomic,F1_direct_implicit,10,0.0,0.8359375,1.0926868915557861,0.0,2.740234375,2.740234375
274,electron,negative_charge_atomic,F1_direct_implicit,10,2.0,-2.671875,0.8117365837097168,0.0,-5.83203125,-5.83203125
275,neutron,nuclear_stability_provider,F3_process_implicit,10,0.0,3.0,0.27965956926345825,0.0,2.48828125,2.48828125
276,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-4.53125,0.24150025844573975,0.0,-6.46875,-6.46875
277,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,3.359375,0.17426420748233795,0.0,3.093505859375,3.093505859375
278,photon,massless_em_mediator,F3_process_implicit,10,0.0,1.8828125,0.4175534248352051,0.0,-0.005859375,-0.005859375
279,photon,massless_em_mediator,F3_process_implicit,10,0.0,0.25,0.7996867895126343,0.0,0.7734375,0.7734375
280,photon,em_quantum,F2_contextual_implicit,10,1.0,-1.40625,0.7602595686912537,0.0,-1.65234375,-1.65234375
281,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-5.9375,0.1021844819188118,0.0,-5.07421875,-5.07421875
282,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-2.703125,0.9022718667984009,0.0,-4.8984375,-4.8984375
283,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,2.1328125,0.595381498336792,0.0,0.451171875,0.451171875
284,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-3.25,0.7209886312484741,0.0,-5.14453125,-5.14453125
285,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,3.1640625,0.2877129912376404,0.0,2.013671875,2.013671875
286,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,5.76953125,0.027051270008087158,0.0,1.8212890625,1.8212890625
287,electron,negative_charge_atomic,F1_direct_implicit,10,2.0,-3.8125,0.47226154804229736,0.0,-6.40625,-6.40625
288,photon,em_quantum,F4_contrast_implicit,10,0.0,0.4453125,0.7991823554039001,0.0,-1.845703125,-1.845703125
289,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-3.15625,0.5790343284606934,0.0,-6.234375,-6.234375
290,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,3.171875,0.197967067360878,0.0,3.56640625,3.56640625
291,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,1.0859375,0.6071900725364685,0.0,-0.07421875,-0.07421875
292,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,6.0,0.051696956157684326,0.0,-0.470703125,-0.470703125
293,photon,massless_em_mediator,F3_process_implicit,10,0.0,1.046875,0.6575911641120911,0.0,-1.09765625,-1.09765625
294,photon,massless_em_mediator,F3_process_implicit,10,1.0,-1.267578125,0.7425790429115295,0.0,-0.53564453125,-0.53564453125
295,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,2.359375,0.34852585196495056,0.0,2.3525390625,2.3525390625
296,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-2.390625,0.9888050556182861,0.0,-5.25390625,-5.25390625
297,electron,negative_charge_atomic,F1_direct_implicit,10,2.0,-3.640625,0.3655817210674286,0.0,-6.0859375,-6.0859375
298,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,3.84375,0.154112309217453,0.0,3.9453125,3.9453125
299,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-5.28125,0.17567089200019836,0.0,-5.8828125,-5.8828125
300,neutron,nuclear_stability_provider,F3_process_implicit,10,0.0,3.03125,0.2505005896091461,0.0,1.21875,1.21875
301,neutron,nuclear_stability_provider,F1_direct_implicit,10,0.0,3.65625,0.3375714421272278,0.0,2.0048828125,2.0048828125
302,neutron,neutral_charge_atomic,F3_process_implicit,10,0.0,0.2265625,1.0016368627548218,0.0,3.005859375,3.005859375
303,neutron,neutral_charge_atomic,F3_process_implicit,10,1.0,-0.94921875,0.9980854988098145,0.0,2.0302734375,2.0302734375
304,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-5.46875,0.19676005840301514,0.0,-4.34375,-4.34375
305,photon,em_quantum,F2_contextual_implicit,10,1.0,-0.2578125,1.0569089651107788,0.0,-0.423828125,-0.423828125
306,photon,massless_em_mediator,F3_process_implicit,10,1.0,-0.40625,0.9366751909255981,0.0,-2.3203125,-2.3203125
307,photon,massless_em_mediator,F3_process_implicit,10,1.0,-1.71875,0.4945070147514343,0.0,0.50390625,0.50390625
308,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-2.90625,0.6189121603965759,0.0,-6.6171875,-6.6171875
309,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-1.5390625,1.1843957901000977,0.0,-5.818359375,-5.818359375
310,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-4.34375,0.6659335494041443,0.0,-4.2109375,-4.2109375
311,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-3.65625,0.399820476770401,0.0,-6.46875,-6.46875
312,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,1.5390625,0.6793962717056274,0.0,2.09765625,2.09765625
313,neutron,nuclear_stability_provider,F2_contextual_implicit,10,1.0,-0.7607421875,1.284203290939331,0.0,-0.037841796875,-0.037841796875
314,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-6.75,0.08634509146213531,0.0,-4.0625,-4.0625
315,photon,em_quantum,F3_process_implicit,10,1.0,-1.328125,0.7963697910308838,0.0,1.5771484375,1.5771484375
316,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,3.33984375,0.17090223729610443,0.0,-0.2744140625,-0.2744140625
317,neutron,neutral_charge_atomic,F3_process_implicit,10,1.0,-0.859375,0.7689130306243896,0.0,0.9375,0.9375
318,photon,em_quantum,F1_direct_implicit,10,1.0,-2.875,0.4396815299987793,0.0,-2.046875,-2.046875
319,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,1.66015625,0.6085097789764404,0.0,3.4619140625,3.4619140625
320,photon,em_quantum,F1_direct_implicit,10,0.0,1.4140625,0.5889914035797119,0.0,-2.509765625,-2.509765625
321,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.625,0.751126766204834,0.0,-5.1328125,-5.1328125
322,neutron,nuclear_stability_provider,F3_process_implicit,10,1.0,-0.7734375,0.911978006362915,0.0,2.572265625,2.572265625
323,photon,massless_em_mediator,F3_process_implicit,10,0.0,3.3125,0.19378875195980072,0.0,2.298828125,2.298828125
324,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.28515625,0.8479028940200806,0.0,-6.1220703125,-6.1220703125
325,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,6.671875,0.014454961754381657,0.0,0.560546875,0.560546875
326,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,2.4375,0.39566516876220703,0.0,-0.3515625,-0.3515625
327,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-4.875,0.6455662846565247,0.0,-6.72265625,-6.72265625
328,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,5.54296875,0.06907187402248383,0.0,3.2958984375,3.2958984375
329,photon,em_quantum,F2_contextual_implicit,10,1.0,-0.84375,0.7194221019744873,0.0,0.025390625,0.025390625
330,neutron,neutral_charge_atomic,F3_process_implicit,10,0.0,0.125,0.8695290088653564,0.0,0.880859375,0.880859375
331,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,1.953125,0.6832104921340942,0.0,2.5,2.5
332,photon,em_quantum,F3_process_implicit,10,1.0,-2.390625,0.4483095407485962,0.0,-0.345703125,-0.345703125
333,photon,em_quantum,F3_process_implicit,10,1.0,-1.65625,0.5720347166061401,0.0,-1.5947265625,-1.5947265625
334,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,0.4921875,0.734332799911499,0.0,2.896484375,2.896484375
335,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-5.65625,0.13888901472091675,0.0,-6.0703125,-6.0703125
336,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-2.09375,1.0532722473144531,0.0,-5.01171875,-5.01171875
337,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.15625,0.8709387183189392,0.0,-5.37109375,-5.37109375
338,neutron,neutral_charge_atomic,F3_process_implicit,10,1.0,-1.87890625,0.7934684753417969,0.0,0.6181640625,0.6181640625
339,neutron,neutral_charge_atomic,F1_direct_implicit,10,1.0,-0.4375,0.846244215965271,0.0,3.4765625,3.4765625
340,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,6.134765625,0.039711758494377136,0.0,-0.43505859375,-0.43505859375
341,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-4.09375,0.5073092579841614,0.0,-6.5078125,-6.5078125
342,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-2.03125,1.0435900688171387,0.0,-5.171875,-5.171875
343,neutron,neutral_charge_atomic,F1_direct_implicit,10,0.0,1.85546875,0.7429285049438477,0.0,3.4130859375,3.4130859375
344,photon,massless_em_mediator,F3_process_implicit,10,0.0,3.8125,0.23497086763381958,0.0,1.138671875,1.138671875
345,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,0.7109375,0.6867647171020508,0.0,2.607421875,2.607421875
346,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,6.59375,0.01565772481262684,0.0,-0.498046875,-0.498046875
347,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.859375,0.6987491846084595,0.0,-5.5703125,-5.5703125
348,photon,em_quantum,F4_contrast_implicit,10,0.0,7.7734375,0.006053980905562639,0.0,1.658203125,1.658203125
349,neutron,nuclear_stability_provider,F1_direct_implicit,10,0.0,3.0390625,0.2769134044647217,0.0,2.931640625,2.931640625
350,photon,em_quantum,F4_contrast_implicit,10,0.0,5.4609375,0.03167121484875679,0.0,0.056640625,0.056640625
351,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,7.0703125,0.010304390452802181,0.0,3.3720703125,3.3720703125
352,neutron,nuclear_stability_provider,F3_process_implicit,10,0.0,0.3125,0.8861243724822998,0.0,1.7265625,1.7265625
353,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-4.625,0.27468442916870117,0.0,-7.625,-7.625
354,photon,massless_em_mediator,F3_process_implicit,10,0.0,1.5625,0.6847896575927734,0.0,1.19921875,1.19921875
355,photon,em_quantum,F2_contextual_implicit,10,1.0,-0.6318359375,1.1350345611572266,0.0,0.439697265625,0.439697265625
356,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-3.859375,0.7757425308227539,0.0,-3.138671875,-3.138671875
357,photon,em_quantum,F3_process_implicit,10,1.0,-1.95263671875,0.9120510816574097,0.0,-0.6951904296875,-0.6951904296875
358,photon,em_quantum,F3_process_implicit,10,1.0,-1.328125,0.5835483074188232,0.0,0.4482421875,0.4482421875
359,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-3.890625,0.5757087469100952,0.0,-6.109375,-6.109375
360,photon,em_quantum,F3_process_implicit,10,1.0,-3.5302734375,0.34324854612350464,0.0,-0.565185546875,-0.565185546875
361,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-3.921875,0.7030653953552246,0.0,-3.6953125,-3.6953125
362,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,0.65625,0.7349145412445068,0.0,2.203125,2.203125
363,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,0.0625,1.0103950500488281,0.0,1.787109375,1.787109375
364,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-6.03125,0.06650040298700333,0.0,-6.25390625,-6.25390625
365,neutron,neutral_charge_atomic,F2_contextual_implicit,10,1.0,-0.28125,0.8296171426773071,0.0,2.572265625,2.572265625
366,photon,em_quantum,F2_contextual_implicit,10,0.0,2.96484375,0.4560680091381073,0.0,1.5556640625,1.5556640625
367,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,5.421875,0.0368475541472435,0.0,2.76171875,2.76171875
368,photon,massless_em_mediator,F3_process_implicit,10,1.0,-2.34375,0.43824073672294617,0.0,-1.4296875,-1.4296875
369,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,1.2421875,0.5971853137016296,0.0,1.4931640625,1.4931640625
370,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-2.046875,1.066611886024475,0.0,-4.61328125,-4.61328125
371,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,4.84375,0.1149507462978363,0.0,2.09765625,2.09765625
372,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,6.265625,0.04120677337050438,0.0,2.21875,2.21875
373,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-2.0,1.0802992582321167,0.0,-3.9921875,-3.9921875
374,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-6.3125,0.08837765455245972,0.0,-6.40625,-6.40625
375,photon,em_quantum,F3_process_implicit,10,0.0,0.625,0.907467246055603,0.0,1.17236328125,1.17236328125
376,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-3.109375,0.5392419099807739,0.0,-4.55078125,-4.55078125
377,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-3.46875,0.6723437905311584,0.0,-4.3046875,-4.3046875
378,photon,em_quantum,F4_contrast_implicit,10,0.0,0.5390625,0.7093427181243896,0.0,-1.908203125,-1.908203125
379,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-2.39453125,0.9944602251052856,0.0,-5.3095703125,-5.3095703125
380,photon,em_quantum,F1_direct_implicit,10,1.0,-1.9765625,0.5935589671134949,0.0,-2.697265625,-2.697265625
381,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,0.75,0.8100671768188477,0.0,3.88671875,3.88671875
382,photon,em_quantum,F2_contextual_implicit,10,0.0,1.359375,0.6538622379302979,0.0,0.1875,0.1875
383,photon,em_quantum,F2_contextual_implicit,10,0.0,0.984375,0.7041643261909485,0.0,0.0703125,0.0703125
384,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-3.109375,0.6435988545417786,0.0,-5.71875,-5.71875
385,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,1.140625,0.8038432002067566,0.0,3.65234375,3.65234375
386,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-2.234375,1.0250695943832397,0.0,-6.11328125,-6.11328125
387,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,2.2109375,0.4342464208602905,0.0,2.8046875,2.8046875
388,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-2.171875,1.0396008491516113,0.0,-4.44921875,-4.44921875
389,neutron,nuclear_stability_provider,F3_process_implicit,10,1.0,-0.734375,0.7426047325134277,0.0,-0.19140625,-0.19140625
390,neutron,nuclear_stability_provider,F1_direct_implicit,10,0.0,2.36328125,0.4014909267425537,0.0,4.3095703125,4.3095703125
391,photon,massless_em_mediator,F1_direct_implicit,10,0.0,4.3125,0.08906102180480957,0.0,-0.828125,-0.828125
392,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-4.96875,0.35531750321388245,0.0,-3.38037109375,-3.38037109375
393,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-6.40625,0.06862375885248184,0.0,-5.671875,-5.671875
394,photon,em_quantum,F2_contextual_implicit,10,0.0,0.296875,1.1726444959640503,0.0,0.296875,0.296875
395,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,1.546875,0.539797842502594,0.0,0.78515625,0.78515625
396,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,4.7734375,0.08835941553115845,0.0,3.083984375,3.083984375
397,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-5.5,0.1596124917268753,0.0,-6.26171875,-6.26171875
398,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,3.06640625,0.44124120473861694,0.0,3.0048828125,3.0048828125
399,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,4.431640625,0.1522665172815323,0.0,1.36181640625,1.36181640625
400,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,6.640625,0.02983156032860279,0.0,-1.59375,-1.59375
401,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,3.5849609375,0.33356767892837524,0.0,1.743896484375,1.743896484375
402,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,4.84375,0.07759693264961243,0.0,1.662109375,1.662109375
403,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-6.84375,0.07109235227108002,0.0,-7.4453125,-7.4453125
404,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-3.640625,0.5354320406913757,0.0,-4.076171875,-4.076171875
405,photon,massless_em_mediator,F3_process_implicit,10,1.0,-1.140625,0.6846555471420288,0.0,1.0264892578125,1.0264892578125
406,neutron,neutral_charge_atomic,F2_contextual_implicit,10,0.0,0.73046875,1.1755735874176025,0.0,1.5849609375,1.5849609375
407,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,1.4453125,0.6797091364860535,0.0,0.916015625,0.916015625
408,photon,em_quantum,F4_contrast_implicit,10,0.0,1.0546875,0.8001406788825989,0.0,0.666015625,0.666015625
409,proton,positive_charge_atomic,F1_direct_implicit,10,2.0,-2.28125,0.9343777894973755,0.0,-5.703125,-5.703125
410,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,1.6171875,0.5628421902656555,0.0,2.783935546875,2.783935546875
411,electron,negative_charge_atomic,F1_direct_implicit,10,2.0,-2.40625,0.9643182754516602,0.0,-6.421875,-6.421875
412,proton,positive_charge_atomic,F4_contrast_implicit,10,2.0,-4.28125,0.7058508992195129,0.0,-4.92578125,-4.92578125
413,photon,em_quantum,F1_direct_implicit,10,0.0,2.0390625,0.4715128242969513,0.0,1.193359375,1.193359375
414,neutron,neutral_charge_atomic,F4_contrast_implicit,10,0.0,0.9296875,0.7870566844940186,0.0,4.724609375,4.724609375
415,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-6.46875,0.09584888815879822,0.0,-5.740234375,-5.740234375
416,neutron,neutral_charge_atomic,F3_process_implicit,10,0.0,2.359375,0.35603925585746765,0.0,0.91796875,0.91796875
417,photon,massless_em_mediator,F4_contrast_implicit,10,0.0,5.015625,0.059226058423519135,0.0,0.73046875,0.73046875
418,photon,em_quantum,F4_contrast_implicit,10,0.0,2.1796875,0.35964083671569824,0.0,-1.078125,-1.078125
419,photon,em_quantum,F3_process_implicit,10,1.0,-3.4765625,0.2770606279373169,0.0,-2.603515625,-2.603515625
420,photon,em_quantum,F4_contrast_implicit,10,1.0,-6.203125,0.024434847757220268,0.0,-2.4140625,-2.4140625
421,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-4.75,0.27200791239738464,0.0,-5.75,-5.75
422,neutron,nuclear_stability_provider,F4_contrast_implicit,10,1.0,-0.6640625,1.1373767852783203,0.0,3.943359375,3.943359375
423,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-3.234375,0.8084714412689209,0.0,-3.6875,-3.6875
424,photon,em_quantum,F2_contextual_implicit,10,0.0,1.5078125,1.1111071109771729,0.0,0.306640625,0.306640625
425,neutron,nuclear_stability_provider,F2_contextual_implicit,10,0.0,1.58984375,0.8578402996063232,0.0,1.0263671875,1.0263671875
426,proton,positive_charge_atomic,F3_process_implicit,10,2.0,-5.0,0.21472765505313873,0.0,-5.890625,-5.890625
427,proton,positive_charge_atomic,F2_contextual_implicit,10,2.0,-4.875,0.2213379144668579,0.0,-5.0625,-5.0625
428,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-3.125,0.8233489990234375,0.0,-6.0078125,-6.0078125
429,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-1.96875,1.039842963218689,0.0,-4.28125,-4.28125
430,electron,negative_charge_atomic,F2_contextual_implicit,10,2.0,-2.328125,1.0027233362197876,0.0,-4.13671875,-4.13671875
431,neutron,neutral_charge_atomic,F4_contrast_implicit,10,1.0,-1.55078125,0.6560478210449219,0.0,3.8701171875,3.8701171875
432,photon,em_quantum,F1_direct_implicit,10,0.0,3.453125,0.17375807464122772,0.0,-0.6875,-0.6875
433,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-4.0,0.4303710162639618,0.0,-5.0546875,-5.0546875
434,neutron,nuclear_stability_provider,F4_contrast_implicit,10,0.0,1.85546875,0.5460379719734192,0.0,3.7666015625,3.7666015625
435,photon,massless_em_mediator,F4_contrast_implicit,10,1.0,-5.0,0.04379669576883316,0.0,-1.18359375,-1.18359375
436,photon,em_quantum,F3_process_implicit,10,1.0,-0.640625,0.9118034839630127,0.0,-1.6640625,-1.6640625
437,electron,negative_charge_atomic,F3_process_implicit,10,2.0,-1.359375,1.2127641439437866,0.0,-6.08203125,-6.08203125
438,photon,massless_em_mediator,F2_contextual_implicit,10,0.0,6.76953125,0.02667771838605404,0.0,0.0673828125,0.0673828125
439,electron,negative_charge_atomic,F4_contrast_implicit,10,2.0,-2.078125,1.0592896938323975,0.0,-5.189453125,-5.189453125
