group_id,mean_effect,mean_abs_effect,positive_agreement,negative_agreement,sfr,n_prompts,cluster_id,level,latent_state_target,correct_answer,cue_label
AUX-ISO1,-0.1458,0.1458,0.0,1.0,0.0,1,2,AUX,alpha,alpha,
AUX-ISO10,0.1042,0.1042,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-ISO11,0.0833,0.0833,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-ISO12,0.1042,0.1042,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-ISO2,-0.0417,0.0417,0.0,0.6667,0.0,1,2,AUX,alpha,alpha,
AUX-ISO3,-0.1042,0.1042,0.0,1.0,0.0,1,2,AUX,alpha,alpha,
AUX-ISO4,-0.1042,0.1042,0.0,1.0,0.0,1,2,AUX,alpha,alpha,
AUX-ISO5,-0.1042,0.1042,0.0,1.0,0.0,1,2,AUX,alpha,alpha,
AUX-ISO6,-0.0625,0.0625,0.0,1.0,0.0,1,2,AUX,alpha,alpha,
AUX-ISO7,0.1875,0.1875,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-ISO8,0.0833,0.0833,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-ISO9,0.0833,0.0833,1.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-P1,-0.0208,0.0208,0.0,0.3333,0.0,1,2,AUX,alpha,alpha,
AUX-P10,-0.25,0.25,0.0,1.0,0.0,1,2,AUX,beta,beta,
AUX-P11,0.0,0.0,0.0,0.0,0.0,1,2,AUX,beta,beta,
AUX-P12,-0.0417,0.0417,0.0,0.6667,0.0,1,2,AUX,beta,beta,
AUX-P2,0.0417,0.0417,0.6667,0.0,0.0,1,2,AUX,alpha,alpha,
AUX-P3,0.2083,0.2083,1.0,0.0,0.0,1,2,AUX,alpha,alpha,
AUX-P4,0.2292,0.2292,1.0,0.0,0.0,1,2,AUX,alpha,alpha,
AUX-P5,0.125,0.125,1.0,0.0,0.0,1,2,AUX,alpha,alpha,
AUX-P6,0.0625,0.0625,1.0,0.0,0.0,1,2,AUX,alpha,alpha,
AUX-P7,0.0625,0.0625,0.6667,0.0,0.0,1,2,AUX,beta,beta,
AUX-P8,-0.0833,0.0833,0.0,1.0,0.0,1,2,AUX,beta,beta,
AUX-P9,-0.1667,0.1667,0.0,1.0,0.0,1,2,AUX,beta,beta,
CP-L1-01,-0.0208,0.0417,0.0,0.6667,0.0,2,2,1,alpha,alpha,
CP-L1-02,-0.0104,0.3021,0.0,0.3333,0.5,2,2,1,alpha,alpha,
CP-L1-03,-0.0625,0.1458,0.0,1.0,0.0,2,2,1,alpha,alpha,
CP-L1-04,0.0521,0.2396,1.0,0.0,0.0,2,2,1,alpha,alpha,
CP-L1-05,-0.0625,0.0625,0.0,1.0,0.0,2,2,1,alpha,alpha,
CP-L1-06,-0.0625,0.0625,0.0,1.0,0.0,2,2,1,alpha,alpha,
CP-L2-01,0.1667,0.1667,1.0,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-02,0.0104,0.0938,0.3333,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-03,-0.1042,0.1042,0.0,1.0,0.0,2,2,2,alpha,alpha,
CP-L2-04,0.0833,0.1042,1.0,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-05,-0.0312,0.0312,0.0,1.0,0.0,2,2,2,alpha,alpha,
CP-L2-06,-0.0417,0.0417,0.0,1.0,0.0,2,2,2,alpha,alpha,
CP-L2-07,-0.0312,0.1562,0.0,1.0,0.0,2,2,2,alpha,alpha,
CP-L2-08,0.0104,0.0729,0.6667,0.3333,0.0,2,2,2,alpha,alpha,
CP-L2-09,-0.0938,0.1354,0.0,1.0,0.0,2,2,2,alpha,alpha,
CP-L2-10,0.0312,0.1354,0.6667,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-11,0.0833,0.1458,1.0,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-12,0.0781,0.0885,1.0,0.0,0.0,2,2,2,alpha,alpha,
CP-L2-13,-0.0104,0.0938,0.3333,0.6667,0.0,2,2,2,alpha,alpha,
CP-L2-14,-0.0104,0.0312,0.0,0.3333,0.0,2,2,2,alpha,alpha,
CP-L3-01,-0.0938,0.1354,0.0,1.0,0.0,2,2,3,alpha,alpha,
CP-L3-02,-0.0365,0.1302,0.0,1.0,0.0,2,2,3,alpha,alpha,
CP-L3-03,-0.1354,0.1354,0.0,1.0,0.0,2,2,3,alpha,alpha,
CP-L3-04,-0.0625,0.0625,0.0,1.0,0.0,2,2,3,alpha,alpha,
KW-A1,-0.0521,0.2812,0.0,0.6667,0.0,2,2,1,alpha,alpha,
KW-A2,0.0938,0.1979,1.0,0.0,0.0,2,2,1,alpha,alpha,
KW-A3,0.1771,0.1771,1.0,0.0,0.0,2,2,1,alpha,alpha,
KW-A4,-0.1354,0.1354,0.0,1.0,0.0,2,2,1,alpha,alpha,
KW-A5,0.0,0.0208,0.3333,0.3333,0.0,2,2,1,alpha,alpha,
KW-A6,0.0521,0.0729,0.6667,0.0,0.0,2,2,1,alpha,alpha,
KW-B1,-0.1354,0.1562,0.0,1.0,0.0,2,2,1,beta,beta,
KW-B2,-0.0885,0.224,0.0,1.0,0.5,2,2,1,beta,beta,
KW-B3,-0.0625,0.1458,0.0,1.0,0.0,2,2,1,beta,beta,
KW-B4,0.1458,0.1458,1.0,0.0,0.0,2,2,1,beta,beta,
KW-B5,-0.2135,0.2135,0.0,1.0,0.0,2,2,1,beta,beta,
KW-B6,0.0,0.0208,0.0,0.0,0.0,2,2,1,beta,beta,
L1-A1,0.1042,0.1493,1.0,0.0,0.0,12,2,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.0712,0.1233,1.0,0.0,0.0,12,2,1,alpha,alpha,emitted_mass4
L1-A3,0.1215,0.125,1.0,0.0,0.0,12,2,1,alpha,alpha,daughter_z_minus2
L1-A4,0.1292,0.1333,1.0,0.0,0.0,10,2,1,alpha,alpha,daughter_a_minus4
L1-A5,0.0391,0.0911,1.0,0.0,0.0,8,2,1,alpha,alpha,emitted_2protons
L1-A6,0.0703,0.0755,1.0,0.0,0.0,8,2,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.1181,0.1285,0.0,1.0,0.0,12,2,1,beta,beta,emitted_charge_minus1
L1-B2,-0.0712,0.1094,0.0,1.0,0.2222,12,2,1,beta,beta,daughter_z_plus1
L1-B3,-0.1753,0.1753,0.0,1.0,0.0,12,2,1,beta,beta,daughter_a_unchanged
L1-B4,-0.0292,0.0833,0.0,1.0,0.0,10,2,1,beta,beta,antineutrino_emitted
L1-B5,-0.2057,0.2057,0.0,1.0,0.0,8,2,1,beta,beta,emitted_mass_negligible
L1-B6,-0.1693,0.1693,0.0,1.0,0.0,8,2,1,beta,beta,daughter_n_minus1
L2-AR1,-0.0354,0.0896,0.0,1.0,0.0,10,2,2,alpha,alpha,composition_2p2n
L2-AR2,-0.0396,0.1021,0.0,1.0,0.0,10,2,2,alpha,alpha,charge_plus_mass
L2-AR3,0.1292,0.1292,1.0,0.0,0.0,10,2,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,0.0456,0.0612,1.0,0.0,0.0,8,2,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.0234,0.0755,1.0,0.0,0.0,8,2,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.0573,0.099,1.0,0.0,0.0,8,2,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,-0.125,0.125,0.0,1.0,0.0,6,2,2,alpha,alpha,narrative_ejection
L2-AR8,-0.0286,0.0547,0.0,1.0,0.0,8,2,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,0.0,0.0583,0.3333,0.6667,0.0,10,2,2,beta,beta,z_plus1_a_unchanged
L2-BR2,0.0583,0.1312,1.0,0.0,0.0,10,2,2,beta,beta,neutron_to_proton
L2-BR3,0.1732,0.1732,1.0,0.0,0.0,8,2,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,0.0286,0.1693,1.0,0.0,0.125,8,2,2,beta,beta,charge_plus_z_change
L2-BR5,0.0278,0.0764,1.0,0.0,0.1667,6,2,2,beta,beta,charge_plus_a_unchanged
L2-BR6,0.2083,0.2083,1.0,0.0,0.125,8,2,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,0.0977,0.1003,1.0,0.0,0.0,8,2,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.0664,0.1107,1.0,0.0,0.0,8,2,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.0434,0.0642,0.0,1.0,0.0,6,2,2,alpha,alpha,
L2-GRAD-B,0.0556,0.0764,1.0,0.0,0.1111,6,2,2,beta,beta,
L3-A1,0.0638,0.0664,1.0,0.0,0.0,8,2,3,alpha,alpha,helium4_equivalence
L3-A2,0.0729,0.1042,1.0,0.0,0.0,8,2,3,alpha,alpha,composite_nuclear_object
L3-A3,0.151,0.1997,1.0,0.0,0.0,6,2,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.059,0.0799,1.0,0.0,0.0,6,2,3,alpha,alpha,baryon_number_4
L3-B1,-0.0391,0.0964,0.0,1.0,0.0,8,2,3,beta,beta,lepton_family
L3-B2,-0.0729,0.1146,0.0,1.0,0.0,8,2,3,beta,beta,electron_equivalence
L3-B3,-0.0868,0.1285,0.0,1.0,0.0,6,2,3,beta,beta,not_nuclear_fragment
L3-B4,-0.0382,0.0451,0.0,1.0,0.0,6,2,3,beta,beta,muon_family
L3-FA,0.026,0.0781,1.0,0.0,0.0,8,2,3,alpha,alpha,
L3-FB,0.0339,0.0833,1.0,0.0,0.0,8,2,3,beta,beta,
AUX-A1,-0.4583,0.4583,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A10,-0.3542,0.3542,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A2,-0.2708,0.2708,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A3,-0.125,0.125,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A4,-0.2292,0.2292,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A5,-0.375,0.375,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A6,-0.4375,0.4375,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A7,-0.25,0.25,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A8,-0.25,0.25,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-A9,-0.0833,0.0833,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-B1,-0.0625,0.0625,0.0,0.6667,0.0,1,3,AUX,beta,beta,
AUX-B10,0.4792,0.4792,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B2,0.0417,0.0417,0.6667,0.0,0.0,1,3,AUX,beta,beta,
AUX-B3,0.7292,0.7292,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B4,0.25,0.25,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B5,0.2708,0.2708,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B6,0.25,0.25,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B7,0.4583,0.4583,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B8,0.5625,0.5625,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-B9,0.1458,0.1458,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-CF1,-0.125,0.125,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-CF10,0.4583,0.4583,1.0,0.0,1.0,1,3,AUX,beta,beta,
AUX-CF11,-0.2917,0.2917,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-CF12,0.1875,0.1875,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-CF2,0.1875,0.1875,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-CF3,-0.4167,0.4167,0.0,1.0,0.6667,1,3,AUX,alpha,alpha,
AUX-CF4,0.4375,0.4375,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-CF5,-0.3542,0.3542,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-CF6,0.3333,0.3333,1.0,0.0,1.0,1,3,AUX,beta,beta,
AUX-CF7,-0.3333,0.3333,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-CF8,0.3958,0.3958,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-CF9,-0.375,0.375,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO1,-0.125,0.125,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO10,0.1667,0.1667,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-ISO11,0.2917,0.2917,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-ISO12,0.25,0.25,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-ISO2,-0.125,0.125,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO3,-0.1875,0.1875,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO4,-0.0208,0.0208,0.0,0.3333,0.0,1,3,AUX,alpha,alpha,
AUX-ISO5,-0.0625,0.0625,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO6,-0.0833,0.0833,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-ISO7,0.3125,0.3125,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-ISO8,0.0625,0.0625,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-ISO9,0.2292,0.2292,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-P1,-0.5208,0.5208,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P10,0.4167,0.4167,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-P11,0.5625,0.5625,1.0,0.0,1.0,1,3,AUX,beta,beta,
AUX-P12,0.4792,0.4792,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-P2,-0.3333,0.3333,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P3,-0.3333,0.3333,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P4,-0.5208,0.5208,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P5,-0.4167,0.4167,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P6,-0.2917,0.2917,0.0,1.0,0.0,1,3,AUX,alpha,alpha,
AUX-P7,0.5625,0.5625,1.0,0.0,1.0,1,3,AUX,beta,beta,
AUX-P8,0.4375,0.4375,1.0,0.0,0.0,1,3,AUX,beta,beta,
AUX-P9,0.125,0.125,1.0,0.0,0.0,1,3,AUX,beta,beta,
CP-L1-01,0.0,0.25,0.0,0.0,0.5,2,3,1,alpha,alpha,
CP-L1-02,-0.0104,0.3646,0.0,0.3333,0.0,2,3,1,alpha,alpha,
CP-L1-03,-0.0833,0.3333,0.0,1.0,0.0,2,3,1,alpha,alpha,
CP-L1-04,0.1458,0.2917,1.0,0.0,0.0,2,3,1,alpha,alpha,
CP-L1-05,0.0625,0.5208,1.0,0.0,0.0,2,3,1,alpha,alpha,
CP-L1-06,0.0104,0.4479,0.3333,0.0,0.0,2,3,1,alpha,alpha,
CP-L2-01,-0.0729,0.0729,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L2-02,-0.0104,0.3229,0.0,0.3333,0.5,2,3,2,alpha,alpha,
CP-L2-03,-0.0938,0.3021,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L2-04,0.0,0.3542,0.3333,0.3333,0.0,2,3,2,alpha,alpha,
CP-L2-05,0.0104,0.4896,0.3333,0.0,0.0,2,3,2,alpha,alpha,
CP-L2-06,-0.0625,0.25,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L2-07,0.0417,0.4375,1.0,0.0,0.0,2,3,2,alpha,alpha,
CP-L2-08,0.0,0.4375,0.3333,0.3333,0.0,2,3,2,alpha,alpha,
CP-L2-09,0.0729,0.2604,1.0,0.0,0.0,2,3,2,alpha,alpha,
CP-L2-10,-0.0104,0.4479,0.3333,0.3333,0.5,2,3,2,alpha,alpha,
CP-L2-11,0.0521,0.2812,1.0,0.0,0.1667,2,3,2,alpha,alpha,
CP-L2-12,-0.0885,0.3698,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L2-13,-0.0938,0.1562,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L2-14,-0.1458,0.2292,0.0,1.0,0.0,2,3,2,alpha,alpha,
CP-L3-01,0.0104,0.2188,0.3333,0.0,0.0,2,3,3,alpha,alpha,
CP-L3-02,0.0208,0.3542,0.6667,0.0,0.0,2,3,3,alpha,alpha,
CP-L3-03,0.0312,0.5104,1.0,0.0,0.3333,2,3,3,alpha,alpha,
CP-L3-04,-0.0104,0.3438,0.3333,0.6667,0.0,2,3,3,alpha,alpha,
KW-A1,-0.3333,0.3333,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-A2,-0.2708,0.2708,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-A3,-0.3958,0.3958,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-A4,-0.3438,0.3438,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-A5,-0.3229,0.3229,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-A6,-0.3958,0.3958,0.0,1.0,0.0,2,3,1,alpha,alpha,
KW-B1,0.2188,0.2188,1.0,0.0,0.0,2,3,1,beta,beta,
KW-B2,0.3438,0.3438,1.0,0.0,0.0,2,3,1,beta,beta,
KW-B3,0.2292,0.2292,1.0,0.0,0.0,2,3,1,beta,beta,
KW-B4,0.1875,0.1875,1.0,0.0,0.0,2,3,1,beta,beta,
KW-B5,0.3125,0.3125,1.0,0.0,0.0,2,3,1,beta,beta,
KW-B6,0.3646,0.3646,1.0,0.0,0.0,2,3,1,beta,beta,
L1-A1,-0.2326,0.2326,0.0,1.0,0.0,12,3,1,alpha,alpha,emitted_charge_plus2
L1-A2,-0.2622,0.2622,0.0,1.0,0.0,12,3,1,alpha,alpha,emitted_mass4
L1-A3,-0.401,0.401,0.0,1.0,0.0,12,3,1,alpha,alpha,daughter_z_minus2
L1-A4,-0.4104,0.4104,0.0,1.0,0.0,10,3,1,alpha,alpha,daughter_a_minus4
L1-A5,-0.3021,0.3021,0.0,1.0,0.0,8,3,1,alpha,alpha,emitted_2protons
L1-A6,-0.3438,0.3438,0.0,1.0,0.125,8,3,1,alpha,alpha,emitted_2neutrons
L1-B1,0.3507,0.3507,1.0,0.0,0.1111,12,3,1,beta,beta,emitted_charge_minus1
L1-B2,0.4028,0.4028,1.0,0.0,0.1111,12,3,1,beta,beta,daughter_z_plus1
L1-B3,0.3403,0.3403,1.0,0.0,0.0833,12,3,1,beta,beta,daughter_a_unchanged
L1-B4,0.1875,0.1917,1.0,0.0,0.0,10,3,1,beta,beta,antineutrino_emitted
L1-B5,0.3229,0.3229,1.0,0.0,0.0,8,3,1,beta,beta,emitted_mass_negligible
L1-B6,0.3984,0.3984,1.0,0.0,0.5,8,3,1,beta,beta,daughter_n_minus1
L2-AR1,-0.3062,0.3062,0.0,1.0,0.0,10,3,2,alpha,alpha,composition_2p2n
L2-AR2,-0.1917,0.1917,0.0,1.0,0.0,10,3,2,alpha,alpha,charge_plus_mass
L2-AR3,-0.35,0.35,0.0,1.0,0.2,10,3,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,-0.1927,0.1927,0.0,1.0,0.0,8,3,2,alpha,alpha,composition_plus_daughter
L2-AR5,-0.3281,0.3281,0.0,1.0,0.0,8,3,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,-0.3802,0.3802,0.0,1.0,0.0,8,3,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,-0.4167,0.4167,0.0,1.0,0.0,6,3,2,alpha,alpha,narrative_ejection
L2-AR8,-0.2135,0.2135,0.0,1.0,0.0,8,3,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,0.2812,0.2812,1.0,0.0,0.1,10,3,2,beta,beta,z_plus1_a_unchanged
L2-BR2,0.324,0.324,1.0,0.0,0.0,10,3,2,beta,beta,neutron_to_proton
L2-BR3,0.2812,0.2812,1.0,0.0,0.0,8,3,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,0.349,0.349,1.0,0.0,0.25,8,3,2,beta,beta,charge_plus_z_change
L2-BR5,0.2326,0.2326,1.0,0.0,0.1667,6,3,2,beta,beta,charge_plus_a_unchanged
L2-BR6,0.2266,0.2266,1.0,0.0,0.25,8,3,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,0.3021,0.3021,1.0,0.0,0.0,8,3,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.1849,0.1849,1.0,0.0,0.0,8,3,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.2413,0.2413,0.0,1.0,0.0,6,3,2,alpha,alpha,
L2-GRAD-B,0.2222,0.2222,1.0,0.0,0.2778,6,3,2,beta,beta,
L3-A1,-0.194,0.194,0.0,1.0,0.0,8,3,3,alpha,alpha,helium4_equivalence
L3-A2,-0.3086,0.3086,0.0,1.0,0.0,8,3,3,alpha,alpha,composite_nuclear_object
L3-A3,-0.3924,0.3924,0.0,1.0,0.0,6,3,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,-0.316,0.316,0.0,1.0,0.0,6,3,3,alpha,alpha,baryon_number_4
L3-B1,0.3594,0.3594,1.0,0.0,0.2083,8,3,3,beta,beta,lepton_family
L3-B2,0.3737,0.3737,1.0,0.0,0.0417,8,3,3,beta,beta,electron_equivalence
L3-B3,0.4306,0.4306,1.0,0.0,0.1111,6,3,3,beta,beta,not_nuclear_fragment
L3-B4,0.3403,0.3403,1.0,0.0,0.0,6,3,3,beta,beta,muon_family
L3-FA,-0.2318,0.2318,0.0,1.0,0.0,8,3,3,alpha,alpha,
L3-FB,0.1732,0.1732,1.0,0.0,0.0,8,3,3,beta,beta,
AUX-A1,0.725,0.725,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A10,0.6688,0.6688,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A2,0.2438,0.3062,0.6,0.3,0.0,1,4,AUX,alpha,alpha,
AUX-A3,0.7188,0.7188,0.9,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A4,0.0938,0.0938,0.7,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A5,0.2625,0.4625,0.6,0.4,0.0,1,4,AUX,alpha,alpha,
AUX-A6,-0.0312,0.1062,0.3,0.5,0.0,1,4,AUX,alpha,alpha,
AUX-A7,0.5312,0.5312,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A8,0.6625,0.6625,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-A9,0.4531,0.4531,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-B1,-0.8906,0.8906,0.0,1.0,1.0,1,4,AUX,beta,beta,
AUX-B10,-0.1375,0.2,0.3,0.6,0.6,1,4,AUX,beta,beta,
AUX-B2,0.1125,0.3125,0.5,0.5,0.0,1,4,AUX,beta,beta,
AUX-B3,0.2125,0.25,0.7,0.2,0.0,1,4,AUX,beta,beta,
AUX-B4,-0.3312,0.3312,0.0,1.0,0.0,1,4,AUX,beta,beta,
AUX-B5,-0.4438,0.5062,0.3,0.7,0.0,1,4,AUX,beta,beta,
AUX-B6,-0.0469,0.4219,0.5,0.5,0.0,1,4,AUX,beta,beta,
AUX-B7,-0.1969,0.3844,0.4,0.5,0.0,1,4,AUX,beta,beta,
AUX-B8,0.1031,0.1469,0.8,0.1,0.0,1,4,AUX,beta,beta,
AUX-B9,0.1688,0.2062,0.8,0.2,0.0,1,4,AUX,beta,beta,
AUX-CF1,0.2812,0.2812,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-CF10,0.2875,0.2875,1.0,0.0,0.5,1,4,AUX,beta,beta,
AUX-CF11,0.1625,0.175,0.6,0.1,0.0,1,4,AUX,alpha,alpha,
AUX-CF12,0.05,0.25,0.5,0.5,0.0,1,4,AUX,beta,beta,
AUX-CF2,0.1688,0.1812,0.9,0.1,0.0,1,4,AUX,beta,beta,
AUX-CF3,0.4781,0.4781,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-CF4,0.3062,0.3062,1.0,0.0,0.0,1,4,AUX,beta,beta,
AUX-CF5,0.2281,0.2906,0.5,0.3,0.0,1,4,AUX,alpha,alpha,
AUX-CF6,-0.0375,0.2,0.4,0.6,0.0,1,4,AUX,beta,beta,
AUX-CF7,-0.0188,0.0938,0.4,0.4,0.0,1,4,AUX,alpha,alpha,
AUX-CF8,-0.4125,0.4125,0.0,1.0,0.4,1,4,AUX,beta,beta,
AUX-CF9,0.3594,0.3594,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO1,0.7812,0.7812,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO10,-0.4062,0.4062,0.0,1.0,0.5,1,4,AUX,beta,beta,
AUX-ISO11,-0.5438,0.5438,0.0,1.0,0.6,1,4,AUX,beta,beta,
AUX-ISO12,-0.6875,0.6875,0.0,1.0,1.0,1,4,AUX,beta,beta,
AUX-ISO2,0.775,0.775,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO3,0.6312,0.6312,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO4,0.6688,0.6688,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO5,0.8,0.8,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO6,0.6062,0.6062,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-ISO7,-0.675,0.675,0.0,1.0,0.4,1,4,AUX,beta,beta,
AUX-ISO8,-0.4438,0.4438,0.0,1.0,0.0,1,4,AUX,beta,beta,
AUX-ISO9,-0.5188,0.5188,0.0,1.0,0.5,1,4,AUX,beta,beta,
AUX-P1,0.575,0.575,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P10,-0.2938,0.3312,0.2,0.7,0.0,1,4,AUX,beta,beta,
AUX-P11,-0.3812,0.3812,0.0,1.0,0.0,1,4,AUX,beta,beta,
AUX-P12,-0.4938,0.4938,0.0,1.0,0.0,1,4,AUX,beta,beta,
AUX-P2,0.5312,0.5312,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P3,0.45,0.45,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P4,0.275,0.275,0.8,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P5,0.7562,0.7562,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P6,0.7375,0.7375,1.0,0.0,0.0,1,4,AUX,alpha,alpha,
AUX-P7,-0.3062,0.3062,0.0,1.0,0.0,1,4,AUX,beta,beta,
AUX-P8,0.05,0.125,0.5,0.3,0.0,1,4,AUX,beta,beta,
AUX-P9,-0.2625,0.2625,0.0,1.0,0.6,1,4,AUX,beta,beta,
CP-L1-01,0.1312,0.55,1.0,0.0,0.0,2,4,1,alpha,alpha,
CP-L1-02,0.0875,0.2562,0.9,0.0,0.1,2,4,1,alpha,alpha,
CP-L1-03,0.1188,0.3875,0.7,0.1,0.2,2,4,1,alpha,alpha,
CP-L1-04,0.3391,0.8422,1.0,0.0,0.0,2,4,1,alpha,alpha,
CP-L1-05,0.1281,0.5094,1.0,0.0,0.0,2,4,1,alpha,alpha,
CP-L1-06,0.0969,0.5094,1.0,0.0,0.0,2,4,1,alpha,alpha,
CP-L2-01,-0.0125,0.8938,0.4,0.5,0.5,2,4,2,alpha,alpha,
